CITY,PRICE,BEDS,BATHS,SQFT,PRICE/SQFT
Columbus,329900.0,4.0,2.0,1631.0,202.0
Columbus,239900.0,4.0,1.0,1400.0,171.0
Columbus,150000.0,3.0,1.0,1442.0,104.0
Blacklick,315000.0,3.0,2.5,1936.0,163.0
Columbus,150000.0,2.0,1.0,1040.0,144.0
Columbus,150000.0,3.0,2.0,1096.0,137.0
Columbus,615000.0,3.0,2.0,1881.0,327.0
Columbus,300000.0,3.0,2.0,1258.0,238.0
Columbus,150000.0,3.0,2.0,1177.0,127.0
Grove City,210000.0,3.0,2.0,1192.0,176.0
Columbus,367900.0,4.0,2.5,2076.0,177.0
Dublin,350000.0,3.0,2.5,1930.0,181.0
Columbus,190000.0,3.0,1.5,1471.0,129.0
Columbus,294900.0,3.0,1.5,1328.0,222.0
Columbus,269900.0,4.0,1.5,1751.0,154.0
Columbus,469000.0,1.0,1.5,1264.0,371.0
Columbus,439000.0,1.0,1.5,1163.0,377.0
Columbus,339000.0,1.0,1.0,764.0,444.0
Gahanna,329900.0,3.0,1.0,1224.0,270.0
Columbus,325000.0,3.0,1.0,1153.0,282.0
Obetz,249000.0,3.0,1.5,1843.0,135.0
Columbus,200000.0,3.0,1.5,1686.0,119.0
Columbus,86000.0,2.0,1.0,572.0,150.0
Columbus,524900.0,4.0,3.5,2517.0,209.0
Dublin,285000.0,3.0,1.0,1230.0,232.0
Columbus,405000.0,4.0,2.0,1635.0,248.0
Columbus,210000.0,2.0,2.0,1093.0,192.0
Columbus,399500.0,4.0,1.5,1404.0,285.0
Columbus,899500.0,5.0,3.0,4087.0,220.0
Blacklick,175000.0,2.0,1.5,896.0,195.0
Columbus,205000.0,3.0,1.0,1406.0,146.0
Dublin,325000.0,3.0,2.5,2342.0,139.0
Columbus,159900.0,1.0,1.0,702.0,228.0
Columbus,289900.0,3.0,1.5,1409.0,206.0
Columbus,815000.0,3.0,4.0,2315.0,352.0
Columbus,209900.0,3.0,1.0,1382.0,152.0
Dublin,429000.0,3.0,2.5,1921.0,223.0
Columbus,349900.0,2.0,3.0,2100.0,167.0
Galloway,245000.0,3.0,1.5,1382.0,177.0
Hilliard,310000.0,4.0,2.0,1650.0,188.0
Columbus,203999.0,3.0,2.0,1100.0,185.0
Upper Arlington,450000.0,3.0,1.5,1895.0,237.0
Columbus,199999.0,4.0,2.0,1895.0,106.0
Canal Winchester,230000.0,3.0,2.0,1074.0,214.0
Columbus,359900.0,3.0,1.0,1760.0,204.0
Worthington,569900.0,4.0,2.5,2224.0,256.0
Columbus,199500.0,3.0,2.5,1400.0,143.0
Columbus,205000.0,3.0,1.5,1239.0,165.0
New Albany,374900.0,3.0,2.5,2013.0,186.0
Columbus,236000.0,4.0,1.5,1472.0,160.0
Columbus,159900.0,1.0,1.0,702.0,228.0
Galloway,349900.0,3.0,2.5,2108.0,166.0
Blacklick,289900.0,3.0,2.5,1406.0,206.0
Obetz,229900.0,3.0,1.5,1252.0,184.0
Columbus,649000.0,5.0,3.5,3324.0,195.0
Columbus,268000.0,3.0,3.0,1996.0,134.0
Columbus,395000.0,2.0,2.0,1135.0,348.0
Gahanna,1395000.0,4.0,7.0,7063.0,198.0
Hilliard,169690.0,2.0,1.0,1139.0,149.0
Columbus,249900.0,3.0,1.5,1459.0,171.0
Columbus,130000.0,2.0,1.0,1434.0,91.0
Columbus,125000.0,3.0,1.5,1037.0,121.0
Columbus,197200.0,3.0,1.0,1216.0,162.0
Columbus,100000.0,2.0,1.0,1044.0,96.0
Columbus,378495.0,4.0,2.5,1831.0,207.0
Lewis Center,359850.0,3.0,2.5,1329.0,271.0
Columbus,599900.0,2.0,1.5,1530.0,392.0
Columbus,194000.0,1.0,1.0,668.0,290.0
Columbus,230000.0,3.0,2.0,1088.0,211.0
Columbus,269000.0,2.0,1.0,960.0,280.0
Columbus,260000.0,3.0,1.0,1277.0,204.0
Columbus,70999.0,2.0,1.0,600.0,118.0
Grandview,881340.0,4.0,3.5,2720.0,324.0
Columbus,319900.0,3.0,2.5,1752.0,183.0
Columbus,459900.0,2.0,1.5,1392.0,330.0
Columbus,350000.0,4.0,1.5,1810.0,193.0
Columbus,204900.0,3.0,1.0,1320.0,155.0
Columbus,390000.0,4.0,2.5,1910.0,204.0
Columbus,279900.0,3.0,2.5,1458.0,192.0
Columbus,540000.0,4.0,1.5,2124.0,254.0
Columbus,169900.0,2.0,1.0,960.0,177.0
Lewis Center,394900.0,3.0,3.0,1882.0,210.0
Columbus,100000.0,4.0,1.0,1656.0,60.0
Columbus,156000.0,4.0,2.0,1478.0,106.0
Columbus,79900.0,1.0,1.0,420.0,190.0
Blacklick,369900.0,4.0,2.5,2904.0,127.0
Columbus,289900.0,3.0,3.0,1940.0,149.0
Columbus,165000.0,3.0,1.0,1144.0,144.0
Columbus,174999.0,4.0,1.0,936.0,187.0
Columbus,580000.0,4.0,2.5,1813.0,320.0
Gahanna,208000.0,4.0,2.5,1958.0,106.0
Columbus,155000.0,3.0,1.0,896.0,173.0
Columbus,675000.0,3.0,2.5,2126.0,317.0
Grove City,350000.0,4.0,2.5,2314.0,151.0
Columbus,474900.0,3.0,2.5,1739.0,273.0
Columbus,315000.0,4.0,3.0,2421.0,130.0
Columbus,198000.0,2.0,2.5,1320.0,150.0
Grove City,282000.0,3.0,2.5,1457.0,194.0
Columbus,239500.0,4.0,2.0,1268.0,189.0
Columbus,595000.0,3.0,3.5,2419.0,246.0
Hilliard,359000.0,3.0,2.5,1522.0,236.0
Columbus,269900.0,3.0,2.5,1416.0,191.0
Columbus,225000.0,1.0,1.0,691.0,326.0
Columbus,289900.0,3.0,2.5,1730.0,168.0
Columbus,149500.0,2.0,1.0,744.0,201.0
Westerville,494900.0,3.0,2.5,2426.0,204.0
Westerville,494900.0,3.0,2.5,2426.0,204.0
Columbus,99900.0,2.0,1.0,903.0,111.0
Columbus,159999.0,3.0,1.0,1316.0,122.0
Columbus,199900.0,2.0,1.0,1051.0,190.0
Galloway,240000.0,2.0,2.5,1320.0,182.0
Galloway,240000.0,2.0,2.5,1320.0,182.0
New Albany,499900.0,3.0,3.0,2696.0,185.0
Bexley,2295000.0,5.0,6.0,6841.0,335.0
Columbus,289000.0,2.0,1.5,1150.0,251.0
Columbus,250000.0,3.0,1.0,1364.0,183.0
Columbus,75000.0,3.0,1.0,1040.0,72.0
Columbus,515000.0,5.0,3.0,2537.0,203.0
Columbus,99900.0,2.0,1.0,1061.0,94.0
Columbus,280000.0,3.0,2.5,1766.0,159.0
Dublin,822500.0,3.0,3.0,2931.0,281.0
Columbus,1100000.0,5.0,4.5,3171.0,347.0
Hilliard,359000.0,3.0,2.5,1464.0,245.0
Columbus,199900.0,2.0,1.0,934.0,214.0
Dublin,637425.0,2.0,2.0,2053.0,310.0
Columbus,289900.0,2.0,1.0,882.0,329.0
Columbus,349900.0,5.0,2.5,2094.0,167.0
Columbus,469900.0,3.0,2.5,2561.0,183.0
Columbus,214900.0,3.0,1.5,1220.0,176.0
Columbus,175000.0,2.0,1.0,1081.0,162.0
Columbus,325000.0,3.0,1.5,1270.0,256.0
Columbus,415000.0,2.0,1.5,1488.0,279.0
Columbus,399000.0,3.0,2.5,1616.0,247.0
Whitehall,165000.0,3.0,1.0,1054.0,157.0
Columbus,370000.0,4.0,3.5,2000.0,185.0
Columbus,124000.0,2.0,1.0,984.0,126.0
Lockbourne,354000.0,4.0,2.5,2272.0,156.0
Columbus,159999.0,2.0,2.0,1268.0,126.0
Columbus,599000.0,4.0,1.5,2730.0,219.0
Columbus,459000.0,3.0,2.5,1820.0,252.0
Columbus,330000.0,2.0,2.0,1749.0,189.0
Groveport,199900.0,2.0,1.5,1216.0,164.0
Columbus,249500.0,4.0,1.0,1393.0,179.0
Columbus,314900.0,2.0,1.0,796.0,396.0
Columbus,145500.0,2.0,1.0,1022.0,142.0
Canal Winchester,324900.0,4.0,2.5,1992.0,163.0
Dublin,718500.0,3.0,3.0,2585.0,278.0
Columbus,229900.0,3.0,1.5,1332.0,173.0
Columbus,324900.0,4.0,2.0,1692.0,192.0
Columbus,1785000.0,4.0,3.5,4371.0,408.0
Columbus,280000.0,3.0,1.5,1884.0,149.0
Columbus,229000.0,3.0,1.5,1448.0,158.0
Upper Arlington,1150000.0,3.0,2.5,2411.0,477.0
Columbus,360000.0,4.0,3.5,2188.0,165.0
Columbus,360000.0,4.0,3.5,2224.0,162.0
Westerville,559020.0,4.0,2.5,2499.0,224.0
Galloway,478500.0,4.0,2.5,2406.0,199.0
Columbus,154900.0,3.0,1.0,990.0,156.0
Columbus,349900.0,2.0,1.5,1032.0,339.0
Galloway,299999.0,3.0,2.5,1700.0,176.0
Columbus,220000.0,3.0,1.5,1137.0,193.0
Upper Arlington,2200000.0,6.0,6.5,5535.0,397.0
Columbus,249900.0,2.0,1.5,1548.0,161.0
Columbus,209900.0,3.0,2.5,1536.0,137.0
Columbus,434900.0,3.0,2.5,2032.0,214.0
Columbus,535900.0,2.0,2.0,1141.0,470.0
Columbus,239900.0,4.0,3.0,1828.0,131.0
Columbus,125000.0,3.0,1.0,1042.0,120.0
Bexley,895000.0,3.0,4.0,3601.0,249.0
Grandview Heights,289900.0,2.0,2.0,1340.0,216.0
Columbus,644900.0,3.0,2.0,2166.0,298.0
Columbus,219900.0,5.0,2.0,1467.0,150.0
Columbus,379900.0,5.0,3.0,2584.0,147.0
Columbus,284900.0,3.0,1.5,1280.0,223.0
Columbus,197900.0,3.0,2.0,1522.0,130.0
Whitehall,189900.0,3.0,1.0,1054.0,180.0
Columbus,145000.0,3.0,2.0,1348.0,108.0
Columbus,177000.0,3.0,1.0,912.0,194.0
Columbus,449000.0,3.0,2.0,2102.0,214.0
Columbus,379900.0,2.0,2.0,1193.0,318.0
Columbus,168000.0,3.0,1.0,912.0,184.0
Columbus,115000.0,2.0,2.0,1134.0,101.0
Columbus,300000.0,3.0,1.5,1424.0,211.0
Columbus,1.0,3.0,2.0,1206.0,0.0
Columbus,167500.0,3.0,2.5,1644.0,102.0
Galloway,220000.0,4.0,2.5,1653.0,133.0
New Albany,369900.0,2.0,2.0,1376.0,269.0
Columbus,64900.0,2.0,1.0,576.0,113.0
Dublin,1060000.0,2.0,2.5,2367.0,448.0
Columbus,469000.0,2.0,2.0,1482.0,316.0
Columbus,369900.0,3.0,1.5,1746.0,212.0
Columbus,449000.0,2.0,1.0,1312.0,342.0
Columbus,299900.0,3.0,2.0,1144.0,262.0
Columbus,249900.0,3.0,1.0,1324.0,189.0
Columbus,379900.0,2.0,1.5,1380.0,275.0
Columbus,260000.0,3.0,2.5,1429.0,182.0
Columbus,429000.0,5.0,4.5,2441.0,176.0
Columbus,210000.0,3.0,1.5,1216.0,173.0
Hilliard,339900.0,3.0,1.5,1378.0,247.0
Whitehall,235000.0,4.0,2.0,1120.0,210.0
Columbus,399900.0,4.0,3.0,1903.0,210.0
Columbus,235000.0,3.0,2.0,1495.0,157.0
Columbus,283500.0,2.0,2.0,2530.0,112.0
Columbus,209900.0,3.0,2.0,1197.0,175.0
Columbus,525000.0,5.0,2.5,2560.0,205.0
Columbus,151900.0,2.0,1.5,1493.0,102.0
Columbus,90000.0,2.0,1.0,1296.0,69.0
Columbus,449500.0,2.0,1.5,1307.0,344.0
Columbus,299000.0,4.0,2.0,1464.0,204.0
Columbus,120000.0,2.0,1.0,979.0,123.0
Upper Arlington,650000.0,4.0,2.5,2743.0,237.0
Columbus,299900.0,3.0,2.0,1757.0,171.0
Columbus,125000.0,3.0,2.0,1468.0,85.0
Columbus,190000.0,3.0,1.0,1470.0,129.0
Columbus,180000.0,3.0,1.5,1510.0,119.0
Columbus,154900.0,2.0,1.5,900.0,172.0
Columbus,249900.0,3.0,1.5,1306.0,191.0
Columbus,874000.0,5.0,4.5,3540.0,247.0
Dublin,350000.0,3.0,2.0,1512.0,231.0
Columbus,355000.0,1.0,1.0,1181.0,301.0
Dublin,374900.0,3.0,2.5,1769.0,212.0
Columbus,299900.0,4.0,1.5,1588.0,189.0
Columbus,375000.0,2.0,2.0,1356.0,277.0
Columbus,299000.0,4.0,1.5,2103.0,142.0
Columbus,549900.0,4.0,3.5,2517.0,218.0
Columbus,549900.0,4.0,3.5,2517.0,218.0
Columbus,397000.0,2.0,2.0,1504.0,264.0
Westerville,265000.0,3.0,3.0,1340.0,198.0
Columbus,239900.0,2.0,1.0,632.0,380.0
Columbus,169900.0,2.0,1.0,732.0,232.0
Columbus,484900.0,3.0,2.5,1505.0,322.0
Reynoldsburg,223000.0,3.0,1.5,1260.0,177.0
Columbus,695000.0,2.0,2.5,2340.0,297.0
Worthington,372500.0,3.0,3.0,2263.0,165.0
Columbus,199900.0,2.0,2.0,878.0,228.0
Westerville,210000.0,3.0,2.0,1481.0,142.0
Upper Arlington,459995.0,2.0,2.0,1482.0,310.0
Columbus,224900.0,3.0,1.0,968.0,232.0
Columbus,224900.0,3.0,2.5,1556.0,145.0
Columbus,429000.0,3.0,3.5,2083.0,206.0
Columbus,429000.0,3.0,3.5,2083.0,206.0
Dallas,269900.0,3.0,2.0,1034.0,261.0
Dallas,949000.0,4.0,3.0,3104.0,306.0
Dallas,225000.0,3.0,2.0,1208.0,186.0
Dallas,250000.0,2.0,1.0,952.0,263.0
Dallas,265000.0,3.0,2.0,2092.0,127.0
Dallas,658500.0,3.0,3.5,2188.0,301.0
Dallas,160000.0,2.0,1.5,1301.0,123.0
Dallas,892000.0,5.0,4.0,3611.0,247.0
Dallas,2895000.0,5.0,5.5,5995.0,483.0
Dallas,834910.0,5.0,4.0,3440.0,243.0
Dallas,673000.0,3.0,3.5,2171.0,310.0
Irving,661900.0,3.0,3.5,2050.0,323.0
Dallas,188000.0,2.0,2.0,1124.0,167.0
Rowlett,457460.0,3.0,2.5,2273.0,201.0
Dallas,2200000.0,6.0,7.0,5895.0,373.0
Dallas,163000.0,3.0,2.0,1720.0,95.0
Irving,649900.0,3.0,3.5,2152.0,302.0
Irving,648400.0,3.0,3.5,2050.0,316.0
Duncanville,165000.0,3.0,2.0,1312.0,126.0
Dallas,199900.0,4.0,3.0,1364.0,147.0
Dallas,129900.0,1.0,1.0,688.0,189.0
Dallas,570000.0,3.0,2.0,1642.0,347.0
Dallas,189900.0,3.0,2.0,1650.0,115.0
Dallas,125000.0,3.0,1.0,1059.0,118.0
Balch Springs,140000.0,3.0,1.0,1040.0,135.0
Dallas,160000.0,3.0,2.0,1240.0,129.0
Forney,315990.0,3.0,2.0,1586.0,199.0
Dallas,740000.0,3.0,2.0,2086.0,355.0
Dallas,67000.0,1.0,1.5,903.0,74.0
Dallas,465000.0,2.0,2.0,1595.0,292.0
Highland Park,1600000.0,3.0,3.5,2139.0,748.0
Dallas,145000.0,3.0,1.5,1273.0,114.0
Dallas,165000.0,3.0,1.0,1092.0,151.0
Dallas,799000.0,5.0,3.5,2870.0,278.0
Dallas,749000.0,12.0,7.0,4251.0,176.0
Dallas,375000.0,3.0,2.5,2185.0,172.0
Dallas,95000.0,5.0,2.0,1286.0,74.0
Dallas,260000.0,3.0,2.5,1450.0,179.0
Duncanville,250000.0,3.0,2.0,1697.0,147.0
Dallas,279990.0,4.0,2.0,1583.0,177.0
Dallas,565000.0,4.0,3.0,2699.0,209.0
Dallas,410000.0,3.0,2.0,1379.0,297.0
Dallas,399000.0,3.0,2.0,1532.0,260.0
Dallas,550000.0,3.0,3.5,2080.0,264.0
Dallas,250000.0,1.0,1.0,862.0,290.0
Dallas,239990.0,3.0,2.0,1028.0,233.0
Dallas,435000.0,3.0,2.0,1507.0,289.0
Dallas,389000.0,3.0,3.0,1934.0,201.0
Dallas,189900.0,3.0,1.5,1358.0,140.0
University Park,3500000.0,5.0,5.5,5362.0,653.0
Dallas,350000.0,3.0,1.5,1128.0,310.0
Dallas,315000.0,4.0,2.0,2106.0,150.0
Dallas,309000.0,2.0,1.0,1027.0,301.0
Dallas,515000.0,3.0,2.0,1766.0,292.0
Dallas,720000.0,3.0,2.0,1897.0,380.0
Dallas,285000.0,2.0,2.5,1250.0,228.0
Dallas,219900.0,4.0,2.0,1878.0,117.0
Dallas,1294500.0,4.0,3.0,2814.0,460.0
Rowlett,1395000.0,3.0,2.5,3542.0,394.0
Dallas,449900.0,3.0,2.0,1911.0,235.0
Dallas,159900.0,2.0,2.0,948.0,169.0
Dallas,249900.0,3.0,2.0,1196.0,209.0
Dallas,295000.0,3.0,2.0,1416.0,208.0
Dallas,80000.0,4.0,2.0,2130.0,38.0
Dallas,170000.0,1.0,1.0,844.0,201.0
Dallas,228000.0,3.0,1.5,1260.0,181.0
Dallas,206000.0,2.0,2.0,1037.0,199.0
Dallas,1250000.0,4.0,2.5,3040.0,411.0
Dallas,475000.0,1.0,1.5,881.0,539.0
Dallas,629000.0,3.0,2.0,1558.0,404.0
Dallas,155000.0,1.0,1.0,663.0,234.0
Dallas,229000.0,2.0,1.0,1104.0,207.0
Rockwall,399999.0,4.0,3.0,2656.0,151.0
Dallas,175000.0,2.0,2.0,1136.0,154.0
Rowlett,749900.0,4.0,2.0,2312.0,324.0
Dallas,425000.0,3.0,2.0,1258.0,338.0
Cedar Hill,99900.0,3.0,2.0,1634.0,61.0
Dallas,879499.0,5.0,4.0,3530.0,249.0
Dallas,850000.0,5.0,4.0,3726.0,228.0
Dallas,344500.0,2.0,2.0,952.0,362.0
Dallas,995000.0,3.0,3.5,3093.0,322.0
Dallas,450000.0,2.0,2.0,1162.0,387.0
Dallas,160000.0,2.0,1.0,1020.0,157.0
Dallas,460000.0,2.0,2.0,1470.0,313.0
Dallas,565000.0,3.0,2.0,1809.0,312.0
Dallas,285000.0,3.0,2.0,1768.0,161.0
Dallas,245000.0,2.0,2.0,1344.0,182.0
Dallas,675000.0,3.0,2.0,2207.0,306.0
Dallas,420000.0,2.0,2.5,1408.0,298.0
Dallas,699000.0,4.0,3.0,2612.0,268.0
Dallas,170000.0,3.0,1.0,877.0,194.0
Dallas,555000.0,2.0,2.5,1520.0,365.0
Rockwall,489000.0,3.0,2.0,1360.0,360.0
University Park,1895000.0,3.0,2.0,1659.0,1142.0
Dallas,720000.0,3.0,2.5,2390.0,301.0
Dallas,900000.0,4.0,2.5,3019.0,298.0
Dallas,309000.0,2.0,2.5,1360.0,227.0
Dallas,305000.0,2.0,1.0,1208.0,252.0
Dallas,132500.0,1.0,1.0,885.0,150.0
Dallas,180000.0,2.0,2.0,1118.0,161.0
Dallas,425000.0,3.0,2.0,1646.0,258.0
Dallas,749000.0,3.0,2.5,3434.0,218.0
Dallas,262500.0,4.0,2.0,1587.0,165.0
Dallas,194000.0,4.0,2.0,1451.0,134.0
Dallas,182000.0,1.0,1.5,912.0,200.0
Dallas,154000.0,3.0,1.0,1038.0,148.0
Dallas,165000.0,3.0,2.0,1050.0,157.0
Dallas,825000.0,4.0,3.0,2611.0,316.0
University Park,1775000.0,4.0,3.5,3008.0,590.0
Dallas,314000.0,2.0,2.0,1684.0,186.0
Dallas,228000.0,2.0,2.0,1041.0,219.0
Dallas,479900.0,2.0,2.5,1627.0,295.0
Dallas,449500.0,2.0,1.0,1342.0,335.0
Dallas,263000.0,3.0,2.0,1353.0,194.0
Dallas,358900.0,6.0,4.0,2648.0,136.0
Dallas,250000.0,4.0,2.0,1551.0,161.0
Dallas,299990.0,5.0,3.0,1725.0,174.0
Dallas,72000.0,1.0,1.0,816.0,88.0
Dallas,190000.0,2.0,2.0,1221.0,156.0
Dallas,550000.0,4.0,2.0,2528.0,218.0
Dallas,100000.0,2.0,1.0,808.0,124.0
Dallas,649000.0,2.0,2.5,2085.0,311.0
Dallas,349900.0,3.0,2.5,1638.0,214.0
Dallas,290000.0,2.0,2.0,1210.0,240.0
Dallas,839000.0,3.0,3.5,2705.0,310.0
Cockrell Hill,270000.0,4.0,2.0,1732.0,156.0
Cockrell Hill,235000.0,3.0,2.0,2280.0,103.0
Dallas,329900.0,3.0,1.0,1678.0,197.0
Dallas,730000.0,2.0,2.0,1550.0,471.0
Dallas,189000.0,1.0,1.0,672.0,281.0
Dallas,265000.0,3.0,1.5,1108.0,239.0
Dallas,1075000.0,3.0,4.5,3512.0,306.0
Dallas,695000.0,3.0,2.0,2362.0,294.0
Dallas,275000.0,4.0,2.0,1764.0,156.0
Dallas,115000.0,3.0,1.0,910.0,126.0
Dallas,187900.0,2.0,2.5,1130.0,166.0
Dallas,275000.0,4.0,2.5,1860.0,148.0
Dallas,313740.0,4.0,2.0,1836.0,171.0
Dallas,210000.0,3.0,1.5,1275.0,165.0
Dallas,789000.0,3.0,3.5,2908.0,271.0
Dallas,369000.0,3.0,2.5,1671.0,221.0
Dallas,297000.0,3.0,2.0,1276.0,233.0
Dallas,470000.0,2.0,2.5,1650.0,285.0
Dallas,495000.0,2.0,2.0,1276.0,388.0
Dallas,3995000.0,6.0,7.5,11800.0,339.0
Dallas,250000.0,3.0,2.0,1190.0,210.0
Dallas,485000.0,4.0,2.5,2564.0,189.0
Dallas,69000.0,2.0,2.0,1369.0,50.0
Dallas,158500.0,2.0,1.0,1280.0,124.0
Dallas,125000.0,3.0,2.0,1235.0,101.0
Dallas,2195000.0,4.0,4.5,5096.0,431.0
Dallas,589000.0,3.0,2.0,2015.0,292.0
Dallas,295000.0,4.0,2.0,1620.0,182.0
Dallas,585000.0,3.0,2.0,2147.0,272.0
Dallas,2195000.0,4.0,5.0,5431.0,404.0
Dallas,249999.0,2.0,2.0,1450.0,172.0
Dallas,150000.0,2.0,1.0,724.0,207.0
Irving,350000.0,3.0,2.0,1824.0,192.0
Dallas,199500.0,2.0,1.5,874.0,228.0
Dallas,1095000.0,3.0,5.0,5500.0,199.0
Dallas,1760000.0,5.0,5.0,4038.0,436.0
Dallas,264990.0,3.0,1.5,1480.0,179.0
Dallas,209900.0,3.0,1.0,1092.0,192.0
Dallas,725000.0,2.0,2.5,2182.0,332.0
Forney,289990.0,3.0,2.0,1406.0,206.0
Dallas,1595000.0,3.0,3.5,3220.0,495.0
Dallas,2350000.0,5.0,4.0,6513.0,361.0
University Park,1299000.0,5.0,3.5,3715.0,350.0
Dallas,259900.0,3.0,2.0,1134.0,229.0
Dallas,1379000.0,4.0,3.5,3509.0,393.0
Dallas,650000.0,3.0,2.0,1899.0,342.0
Dallas,99999.0,2.0,1.0,720.0,139.0
Garland,189000.0,2.0,2.0,958.0,197.0
Dallas,99000.0,1.0,1.0,562.0,176.0
Dallas,775000.0,4.0,2.0,2232.0,347.0
Dallas,185000.0,3.0,1.0,1104.0,168.0
Highland Park,1449000.0,3.0,3.0,2115.0,685.0
Dallas,800000.0,3.0,3.0,2846.0,281.0
Dallas,550000.0,2.0,2.5,1897.0,290.0
Dallas,209000.0,1.0,1.5,864.0,242.0
Dallas,475000.0,2.0,2.5,1576.0,301.0
Dallas,400000.0,4.0,3.0,2382.0,168.0
Garland,265000.0,3.0,2.0,1590.0,167.0
Dallas,710000.0,4.0,3.5,2854.0,249.0
Dallas,218500.0,3.0,2.0,1164.0,188.0
Dallas,488000.0,2.0,2.5,1445.0,338.0
Garland,179500.0,2.0,2.0,943.0,190.0
Dallas,179900.0,1.0,1.0,713.0,252.0
Dallas,914000.0,4.0,3.0,3312.0,276.0
Dallas,895000.0,5.0,3.5,3026.0,296.0
Dallas,720000.0,4.0,2.0,1960.0,367.0
Dallas,239000.0,3.0,1.0,1199.0,199.0
Dallas,169000.0,2.0,1.0,1008.0,168.0
Dallas,780000.0,3.0,2.0,2121.0,368.0
Dallas,292490.0,3.0,2.0,1614.0,181.0
Dallas,137450.0,3.0,1.0,1196.0,115.0
Dallas,110000.0,1.0,1.0,893.0,123.0
Dallas,1300000.0,3.0,2.5,3008.0,432.0
Dallas,220000.0,2.0,2.0,1120.0,196.0
Dallas,649000.0,4.0,2.5,2631.0,247.0
Dallas,305000.0,2.0,2.0,1394.0,219.0
Dallas,297000.0,3.0,2.0,1625.0,183.0
Carrollton,375000.0,3.0,2.0,1648.0,228.0
Dallas,305000.0,4.0,2.0,1656.0,184.0
Dallas,164999.0,2.0,1.5,1020.0,162.0
Richardson,408000.0,3.0,2.0,1528.0,267.0
Dallas,255000.0,3.0,2.0,1348.0,189.0
Dallas,80000.0,1.0,1.0,423.0,189.0
Dallas,255000.0,3.0,2.5,1602.0,159.0
Dallas,919900.0,5.0,4.5,3536.0,260.0
Dallas,675000.0,8.0,4.0,3024.0,223.0
Dallas,499999.0,4.0,3.5,3800.0,132.0
Carrollton,330000.0,3.0,2.0,1482.0,223.0
Dallas,372000.0,4.0,2.0,2529.0,147.0
Dallas,379000.0,3.0,1.0,1050.0,361.0
Dallas,265000.0,3.0,2.5,1621.0,163.0
Rowlett,475000.0,4.0,3.0,2746.0,173.0
Dallas,99000.0,1.0,1.0,564.0,176.0
Dallas,389500.0,3.0,1.0,1313.0,297.0
Dallas,285000.0,2.0,2.0,1064.0,268.0
Dallas,235000.0,3.0,2.0,1498.0,157.0
Dallas,175000.0,2.0,1.0,737.0,237.0
Dallas,384999.0,3.0,2.0,1410.0,273.0
Dallas,750000.0,6.0,4.0,3170.0,237.0
Dallas,679990.0,4.0,4.0,3078.0,221.0
Dallas,350000.0,1.0,1.0,1114.0,314.0
Dallas,650000.0,3.0,3.0,1917.0,339.0
Dallas,288000.0,4.0,2.5,1721.0,167.0
Dallas,358000.0,2.0,1.0,1027.0,349.0
Dallas,130000.0,3.0,1.0,1072.0,121.0
Dallas,200000.0,2.0,2.0,943.0,212.0
Dallas,375000.0,4.0,3.0,2151.0,174.0
Dallas,244900.0,2.0,2.5,1283.0,191.0
Highland Park,13900000.0,5.0,6.5,9501.0,1463.0
Dallas,225000.0,3.0,1.0,1004.0,224.0
Dallas,489000.0,3.0,2.5,2000.0,245.0
Dallas,600000.0,1.0,1.5,1509.0,398.0
Dallas,300000.0,3.0,2.0,1282.0,234.0
Dallas,315000.0,3.0,2.0,1440.0,219.0
Dallas,376999.0,3.0,2.0,2042.0,185.0
Dallas,365000.0,3.0,2.0,1401.0,261.0
Dallas,315000.0,2.0,2.0,1146.0,275.0
Dallas,98000.0,1.0,1.0,600.0,163.0
Dallas,1590000.0,5.0,5.0,4210.0,378.0
Dallas,1100000.0,5.0,5.0,4400.0,250.0
Richardson,429000.0,4.0,3.0,2589.0,166.0
Dallas,219000.0,2.0,2.0,1024.0,214.0
Dallas,220000.0,2.0,2.5,1502.0,146.0
Dallas,819900.0,3.0,3.5,2855.0,287.0
Dallas,450000.0,2.0,2.0,1476.0,305.0
Dallas,240000.0,4.0,2.0,1596.0,150.0
Rowlett,475000.0,5.0,3.5,3622.0,131.0
Dallas,129000.0,4.0,2.0,1182.0,109.0
Dallas,315000.0,2.0,2.0,1464.0,215.0
Dallas,649900.0,4.0,3.5,3033.0,214.0
Dallas,545000.0,2.0,2.0,1398.0,390.0
Garland,282000.0,3.0,2.0,1514.0,186.0
Dallas,239000.0,1.0,1.0,880.0,272.0
Dallas,289000.0,2.0,2.0,1684.0,172.0
Dallas,199900.0,2.0,1.0,1101.0,182.0
Dallas,139900.0,1.0,1.0,687.0,204.0
Dallas,215000.0,4.0,3.0,2380.0,90.0
Rockwall,675000.0,5.0,4.5,3763.0,179.0
Dallas,255000.0,3.0,2.0,1576.0,162.0
Dallas,799000.0,4.0,2.5,2121.0,377.0
Dallas,549000.0,2.0,1.0,1116.0,492.0
Garland,315000.0,3.0,2.0,1524.0,207.0
Dallas,849000.0,3.0,2.0,1903.0,446.0
Garland,275000.0,4.0,2.0,1482.0,186.0
Dallas,150000.0,3.0,2.0,1044.0,144.0
Dallas,165000.0,2.0,1.0,963.0,171.0
Dallas,889000.0,3.0,2.5,2480.0,358.0
Dallas,745000.0,4.0,3.0,3038.0,245.0
Dallas,199000.0,3.0,2.0,968.0,206.0
Dallas,299900.0,3.0,2.0,1293.0,232.0
