SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-15-2022,Single Family Residential,8458 Brace St,Detroit,MI,48228,20000,3,1,Det - Joy-Dbn Ht Grnfld-Limits,869,4791,1943,,23,,Sold,,,https://www.redfin.com/MI/Detroit/8458-Brace-St-48228/home/98548824,REALCOMP,20221053902,N,Y,42.3550213,-83.2233208
PAST SALE,November-15-2022,Condo/Co-op,8200 E Jefferson Ave Unit 90/808,Detroit,MI,48214,115000,1,1,Det Woodward-Mcclellan/So Mack,816,,1966,,141,481,Sold,,,https://www.redfin.com/MI/Detroit/8200-E-Jefferson-Ave-48214/unit-90-808/home/98383076,REALCOMP,20221048380,N,Y,42.3509951,-82.9911941
PAST SALE,January-27-2023,Single Family Residential,18453 Sorrento St,Detroit,MI,48235,190000,3,1.5,Det 6-8 Grfld-Dequindre,1590,4791,1936,,119,,Sold,,,https://www.redfin.com/MI/Detroit/18453-Sorrento-St-48235/home/98518091,REALCOMP,20221070269,N,Y,42.4265785,-83.1742582
PAST SALE,December-30-2022,Single Family Residential,5780 Addison St,Detroit,MI,48210,95000,3,1.5,Det South Of Grand River,1100,3484,1924,,86,,Sold,,,https://www.redfin.com/MI/Detroit/5780-Addison-St-48210/home/60957385,REALCOMP,20221065878,N,Y,42.3335445,-83.1529952
PAST SALE,December-29-2022,Single Family Residential,9159 Montrose St,Detroit,MI,48228,23000,2,1,Det: Joy-Schoolcraft Grnfld-Limi,777,3920,1941,,30,,Sold,,,https://www.redfin.com/MI/Detroit/9159-Montrose-St-48228/home/98529221,REALCOMP,20221069614,N,Y,42.3617882,-83.199525
PAST SALE,November-21-2022,Single Family Residential,15073 Stahelin Ave,Detroit,MI,48223,63813,3,1.5,Det - Schcraft-6 Grnfld-Limits,1666,5662,1936,,38,,Sold,,,https://www.redfin.com/MI/Detroit/15073-Stahelin-Ave-48223/home/98550643,REALCOMP,20221051306,N,Y,42.399494,-83.2267491
PAST SALE,January-4-2023,Single Family Residential,1372 Seward St,Detroit,MI,48202,309000,4,2,Det: Livernois-I75 6-Gd River,2254,5662,1914,,137,,Sold,,,https://www.redfin.com/MI/Detroit/1372-Seward-St-48202/home/98332201,REALCOMP,20221062960,N,Y,42.3708889,-83.0891391
PAST SALE,December-5-2022,Single Family Residential,19300 Goddard St,Detroit,MI,48234,95000,3,2,Det 6-8 Dequindre To Conner,1032,3484,1957,,92,,Sold,,,https://www.redfin.com/MI/Detroit/19300-Goddard-St-48234/home/98339212,REALCOMP,20221057116,N,Y,42.435565,-83.0777652
PAST SALE,December-28-2022,Single Family Residential,19952 Dean St,Detroit,MI,48234,60000,3,1,Det 6-8 Dequindre To Conner,852,3920,1948,,70,,Sold,,,https://www.redfin.com/MI/Detroit/19952-Dean-St-48234/home/98356455,REALCOMP,20221066071,N,Y,42.4417675,-83.0622968
PAST SALE,January-26-2023,Unknown,7151 W Vernor,Detroit,MI,48209,1200000,,,Hannans Ferndale (plats),2000,7840,,,600,,Sold,,,https://www.redfin.com/MI/Detroit/7151-Vernor-Hwy-48209/home/182961258,MiRealSource-MiMLS,40069693,N,Y,42.3137518,-83.1208171
PAST SALE,November-18-2022,Single Family Residential,6395 Greenview Ave,Detroit,MI,48228,50000,3,1.5,Det - Joy-Dbn Ht Grnfld-Limits,1145,4791,1948,,44,,Sold,,,https://www.redfin.com/MI/Detroit/6395-Greenview-Ave-48228/home/98548968,REALCOMP,20221057285,N,Y,42.3374251,-83.2220516
PAST SALE,February-3-2023,Single Family Residential,7376 Rosemont Ave,Detroit,MI,48228,85000,4,1.5,Det - Joy-Dbn Ht Grnfld-Limits,1020,5227,1954,,83,,Sold,,,https://www.redfin.com/MI/Detroit/7376-Rosemont-Ave-48228/home/98545382,REALCOMP,20230003950,N,Y,42.3459275,-83.21822
PAST SALE,February-3-2023,Single Family Residential,15750 Fielding St,Detroit,MI,48223,99900,3,1,Det - Schcraft-6 Grnfld-Limits,1122,6098,1949,,89,,Sold,,,https://www.redfin.com/MI/Detroit/15750-Fielding-St-48223/home/98564088,REALCOMP,20230005073,N,Y,42.4053582,-83.2425502
PAST SALE,January-26-2023,Unknown,5611 Tarnow,Detroit,MI,48210 1953,1300000,,,Burtons Mich Ave (plats),3180,43560,,,409,,Sold,,,https://www.redfin.com/MI/Detroit/5611-Tarnow-St-48210/home/182961181,MiRealSource-MiMLS,60024832,N,Y,42.3365511,-83.1387448
PAST SALE,January-20-2023,Single Family Residential,19861 Grandview St,Detroit,MI,48219,71000,3,1,"Det - 6 To 8, Grnfld To Limits",906,5227,1948,,78,,Sold,,,https://www.redfin.com/MI/Detroit/19861-Grandview-St-48219/home/98580614,REALCOMP,20230000446,N,Y,42.4359013,-83.2854052
PAST SALE,January-4-2023,Single Family Residential,12662 Riverdale Ave,Detroit,MI,48223,115000,3,1,Det: Joy-Schoolcraft Grnfld-Limi,952,6098,1953,,121,,Sold,,,https://www.redfin.com/MI/Detroit/12662-Riverdale-Ave-48223/home/98578206,REALCOMP,20221063575,N,Y,42.3797972,-83.2694476
PAST SALE,January-12-2023,Multi-Family (2-4 Unit),2402 Sheridan St,Detroit,MI,48214,77500,6,3,Det Woodward-Mcclellan/So Mack,2933,3484,1909,,26,,Sold,,,https://www.redfin.com/MI/Detroit/2402-Sheridan-St-48214/home/98387672,REALCOMP,20230001302,N,Y,42.3589195,-83.0059517
PAST SALE,November-16-2022,Single Family Residential,16190 Greenlawn St,Detroit,MI,48221,48000,3,1.5,Det 6-Tire - Grnfld - Livernois,1295,4791,1927,,37,,Sold,,,https://www.redfin.com/MI/Detroit/16190-Greenlawn-St-48221/home/78681604,REALCOMP,20221056783,N,Y,42.4111355,-83.1507254
PAST SALE,December-29-2022,Single Family Residential,18491 Greenlawn St,Detroit,MI,48221,121000,3,1.5,Det 6-8 Grfld-Dequindre,1617,4791,1935,,75,,Sold,,,https://www.redfin.com/MI/Detroit/18491-Greenlawn-St-48221/home/61081841,REALCOMP,20221012737,N,Y,42.4273853,-83.1520312
PAST SALE,December-9-2022,Single Family Residential,18437 Parkside St,Detroit,MI,48221,420000,5,3.5,Det 6-8 Grfld-Dequindre,2646,13503,1926,,159,,Sold,,,https://www.redfin.com/MI/Detroit/18437-Parkside-St-48221/home/98440319,REALCOMP,20221057459,N,Y,42.4270893,-83.1323845
PAST SALE,,Single Family Residential,8062 Brace St,Detroit,MI,48228,47000,,1,,960,4792,1966,,49,,,,,https://www.redfin.com/MI/Detroit/8062-Brace-St-48228/home/98548808,,,N,Y,42.3515287,-83.2231411
PAST SALE,December-5-2022,Single Family Residential,19766 Edinborough Rd,Detroit,MI,48219,55000,3,1,"Det - 6 To 8, Grnfld To Limits",1010,5227,1951,,54,,Sold,,,https://www.redfin.com/MI/Detroit/19766-Edinborough-Rd-48219/home/98556333,REALCOMP,20221049180,N,Y,42.4361038,-83.2345127
PAST SALE,February-3-2023,Single Family Residential,620 Virginia Park St,Detroit,MI,48202,262000,8,4,Det: Livernois-I75 6-Gd River,4469,8276,1908,,59,,Sold,,,https://www.redfin.com/MI/Detroit/620-Virginia-Park-St-48202/home/98441588,REALCOMP,20221033223,N,Y,42.3751806,-83.0808056
PAST SALE,,Townhouse,3291 Calvert St,Detroit,MI,48206,55000,,2.5,,2322,4356,1924,,24,,,,,https://www.redfin.com/MI/Detroit/3291-Calvert-St-48206/home/98347391,,,N,Y,42.3768003,-83.1197241
PAST SALE,January-31-2023,Single Family Residential,1001 Seminole St,Detroit,MI,48214,615000,5,2.5,Det Woodward-Mcclellan/So Mack,4042,10454,1900,,152,13,Sold,,,https://www.redfin.com/MI/Detroit/1001-Seminole-St-48214/home/98583776,REALCOMP,20221067300,N,Y,42.3543239,-82.9939138
PAST SALE,November-14-2022,Multi-Family (2-4 Unit),16526 Fairfield St,Detroit,MI,48221,185000,6,2.5,Det: Livernois-I75 6-Gd River,2600,6098,1928,,71,,Sold,,,https://www.redfin.com/MI/Detroit/16526-Fairfield-St-48221/home/181978819,REALCOMP,20221045881,N,Y,42.4129055,-83.1348069
PAST SALE,November-14-2022,Single Family Residential,18453 Ilene St,Detroit,MI,48221,70000,4,1.5,Det 6-8 Grfld-Dequindre,1039,3920,1941,,67,,Sold,,,https://www.redfin.com/MI/Detroit/18453-Ilene-St-48221/home/98380414,REALCOMP,20221041115,N,Y,42.4267333,-83.1632097
PAST SALE,January-4-2023,Single Family Residential,5984 Hillcrest St,Detroit,MI,48236,187000,3,2.5,Det Con-Mors/Grat. Hstn/7 Mack,1612,5227,1941,,116,,Sold,,,https://www.redfin.com/MI/Grosse-Pointe/5984-Hillcrest-St-48236/home/60954959,REALCOMP,20221067175,N,Y,42.419722,-82.919336
PAST SALE,January-23-2023,Single Family Residential,16680 Lesure St,Detroit,MI,48235,100000,3,1.5,Det 6-Tire - Grnfld - Livernois,1016,4356,1939,,98,,Sold,,,https://www.redfin.com/MI/Detroit/16680-Lesure-St-48235/home/98520843,REALCOMP,20230000989,N,Y,42.4142852,-83.1815535
PAST SALE,January-30-2023,Single Family Residential,7809 Patton St,Detroit,MI,48228,33240,3,1,Det - Joy-Dbn Ht Grnfld-Limits,888,4356,1943,,37,,Sold,,,https://www.redfin.com/MI/Detroit/7809-Patton-St-48228/home/98565802,REALCOMP,20230003673,N,Y,42.3496414,-83.2418491
PAST SALE,January-4-2023,Single Family Residential,20834 Eastwood Blvd,Warren,MI,48089,94900,3,1,Warren,888,3920,1948,,107,,Sold,,,https://www.redfin.com/MI/Warren/20834-Eastwood-Blvd-48089/home/61028376,REALCOMP,20221064467,N,Y,42.4511633,-82.9712207
PAST SALE,December-15-2022,Single Family Residential,20553 Alcoy St,Detroit,MI,48205,38000,3,1,Det 8 To Gratiot/Houston To 7,899,5227,1943,,42,,Sold,,,https://www.redfin.com/MI/Detroit/20553-Alcoy-St-48205/home/98408764,REALCOMP,20221062316,N,Y,42.4483902,-82.989529
PAST SALE,November-18-2022,Single Family Residential,20236 Plainview Ave,Detroit,MI,48219,147900,3,1.5,"Det - 6 To 8, Grnfld To Limits",1015,5227,1954,,146,,Sold,,,https://www.redfin.com/MI/Detroit/20236-Plainview-Ave-48219/home/98942282,REALCOMP,20221049825,N,Y,42.440988,-83.2377385
PAST SALE,December-28-2022,Single Family Residential,20769 Panama St,Warren,MI,48091,146000,3,1,Warren,1016,4791,1947,,144,,Sold,,,https://www.redfin.com/MI/Warren/20769-Panama-St-48091/home/60995789,REALCOMP,20221056984,N,Y,42.4490753,-83.0489959
PAST SALE,November-28-2022,Single Family Residential,14174 Rossini Dr,Detroit,MI,48205,112,4,2,Det 8 To Gratiot/Houston To 7,1529,5227,1929,,0,,Sold,,,https://www.redfin.com/MI/Detroit/14174-Rossini-Dr-48205/home/61076844,REALCOMP,20221054463,N,Y,42.4431382,-82.976501
PAST SALE,December-12-2022,Single Family Residential,14560 Glastonbury Ave,Detroit,MI,48223,275500,3,2,Det - Schcraft-6 Grnfld-Limits,2181,11325,1939,,126,,Sold,,,https://www.redfin.com/MI/Detroit/14560-Glastonbury-Ave-48223/home/98549562,REALCOMP,20221062076,N,Y,42.3947396,-83.2246472
PAST SALE,,Single Family Residential,18653 Lauder St,Detroit,MI,48235,196000,,1.5,,3123,7841,1948,,63,,,,,https://www.redfin.com/MI/Detroit/18653-Lauder-St-48235/home/61179813,,,N,Y,42.4278453,-83.1927603
PAST SALE,December-6-2022,Single Family Residential,6527 Auburn St,Detroit,MI,48228,35000,3,1,Det - Joy-Dbn Ht Grnfld-Limits,774,4356,1949,,45,,Sold,,,https://www.redfin.com/MI/Detroit/6527-Auburn-St-48228/home/60984817,REALCOMP,20221057261,N,Y,42.3391255,-83.2329725
PAST SALE,January-9-2023,Unknown,16360 Grand Riv,Detroit,MI,48227 1826,60000,,,Moore & Veale Redford,1568,8276,,,38,,Sold,,,https://www.redfin.com/MI/Detroit/16360-W-Grand-River-Ave-48227/home/181210208,MiRealSource-MiMLS,60131985,N,Y,42.3970987,-83.208711
PAST SALE,November-26-2022,Single Family Residential,4401 Cadieux Rd,Detroit,MI,48224,95000,3,1,Det Con-Mors/Grat. Hstn/7 Mack,741,4791,1946,,128,,Sold,,,https://www.redfin.com/MI/Detroit/4401-Cadieux-Rd-48224/home/62502415,REALCOMP,20221063887,N,Y,42.4019279,-82.9274451
PAST SALE,December-20-2022,Single Family Residential,9188 Everts St,Detroit,MI,48224,109000,3,1.5,Det Con-Mors/Grat. Hstn/7 Mack,1492,6098,1938,,73,,Sold,,,https://www.redfin.com/MI/Detroit/9188-Everts-St-48224/home/61027595,REALCOMP,20221044180,N,Y,42.4143015,-82.9440009
PAST SALE,January-13-2023,Single Family Residential,16246 Snowden St,Detroit,MI,48235,67500,3,1.5,Det 6-Tire - Grnfld - Livernois,1153,3484,1928,,59,,Sold,,,https://www.redfin.com/MI/Detroit/16246-Snowden-St-48235/home/98430488,REALCOMP,20221067319,N,Y,42.4115028,-83.177221
PAST SALE,January-31-2023,Unknown,16241 Joslyn,Highland Park,MI,48203 2616,90000,,,Hamilton Park Sub,15690,9583,,,6,,Sold,,,https://www.redfin.com/MI/Highland-Park/16241-Joslyn-St-48203/home/98676025,MiRealSource-MiMLS,60158730,N,Y,42.4109957,-83.1164368
PAST SALE,December-16-2022,Single Family Residential,19450 Kingsville,Detroit,MI,48225,55000,3,1,East Park Manor No 3,944,6098,1943,,58,,Sold,,,https://www.redfin.com/MI/Detroit/19450-Kingsville-St-48225/home/61031309,MiRealSource-MiMLS,50097126,N,Y,42.4313972,-82.9411439
PAST SALE,November-17-2022,Single Family Residential,6814 Montrose St,Detroit,MI,48228,210000,4,3,Det - Joy-Dbn Ht Grnfld-Limits,1250,5227,1936,,168,,Sold,,,https://www.redfin.com/MI/Detroit/6814-Montrose-St-48228/home/98529083,REALCOMP,20221058241,N,Y,42.3417127,-83.1983276
PAST SALE,November-23-2022,Single Family Residential,17150 Stout St,Detroit,MI,48219,160000,3,1.5,"Det - 6 To 8, Grnfld To Limits",1417,8276,1946,,113,,Sold,,,https://www.redfin.com/MI/Detroit/17150-Stout-St-48219/home/98563261,REALCOMP,20221047234,N,Y,42.4158867,-83.242132
PAST SALE,January-10-2023,Unknown,17044 W Warren,Detroit,MI,48228 3566,250000,,,Easthaven Sub Of Sec 1 (plats),2665,3920,,,94,,Sold,,,https://www.redfin.com/MI/Detroit/17044-W-Warren-Ave-48228/home/181238392,MiRealSource-MiMLS,60124221,N,Y,42.343563,-83.2135459
PAST SALE,January-13-2023,Unknown,20125 Livernois,Detroit,MI,48221 1345,350000,,,Detroit,5616,19166,,,62,,Sold,,,https://www.redfin.com/MI/Detroit/20125-Livernois-48221/home/182864759,MiRealSource-MiMLS,60106026,N,Y,42.4417045,-83.142108
PAST SALE,January-5-2023,Single Family Residential,1695 S Ethel St,Detroit,MI,48217,73500,3,2,Det South Of Grand River,1212,9147,1949,,61,,Sold,,,https://www.redfin.com/MI/Detroit/1695-S-Ethel-St-48217/home/98402533,REALCOMP,20221060602,N,Y,42.2740839,-83.146755
PAST SALE,November-18-2022,Single Family Residential,16870 Fielding St,Detroit,MI,48219,72000,3,1.5,Det - Schcraft-6 Grnfld-Limits,1487,5227,1939,,48,,Sold,,,https://www.redfin.com/MI/Detroit/16870-Fielding-St-48219/home/98564455,REALCOMP,20221020294,N,Y,42.4142584,-83.2430099
PAST SALE,,Single Family Residential,8810 Olivet St,Detroit,MI,48209,120000,,1,,815,2614,1913,,147,,,,,https://www.redfin.com/MI/Detroit/8810-Olivet-St-48209/home/98399486,,,N,Y,42.29943,-83.1281845
PAST SALE,January-12-2023,Unknown,2401 N Carpenter,Hamtramck,MI,48212 2604,180000,,,Hannan & Trix (plats),4800,15245,,,38,,Sold,,,https://www.redfin.com/MI/Hamtramck/2401-Carpenter-Ave-48212/home/182812081,MiRealSource-MiMLS,60167968,N,Y,42.4049428,-83.0687036
PAST SALE,December-16-2022,Single Family Residential,2073 Hazelwood St,Detroit,MI,48206,30000,4,2,Det: Livernois-I75 6-Gd River,3090,4791,1921,,10,,Sold,,,https://www.redfin.com/MI/Detroit/2073-Hazelwood-St-48206/home/61341450,REALCOMP,2210048589,N,Y,42.3735279,-83.101284
PAST SALE,January-31-2023,Single Family Residential,9364 Patton St,Detroit,MI,48228,16100,3,2,Det: Joy-Schoolcraft Grnfld-Limi,1362,4791,1963,,12,,Sold,,,https://www.redfin.com/MI/Detroit/9364-Patton-St-48228/home/98564929,REALCOMP,20230004772,N,Y,42.363732,-83.2419238
PAST SALE,January-26-2023,Unknown,18439 Conant,Detroit,MI,48234 1629,160000,,,Leland Highlands (plats),1779,3049,,,90,,Sold,,,https://www.redfin.com/MI/Detroit/18439-Conant-St-48234/home/181376993,MiRealSource-MiMLS,60134937,N,Y,42.427755,-83.070257
PAST SALE,,Single Family Residential,20411 Charest St,Detroit,MI,48234,46000,,1,,1029,4356,1947,,45,,,,,https://www.redfin.com/MI/Detroit/20411-Charest-St-48234/home/67205037,,,N,Y,42.4453383,-83.0721848
PAST SALE,,Single Family Residential,22034 Curtis St,Detroit,MI,48219,71500,,1,,1092,5227,1956,,65,,,,,https://www.redfin.com/MI/Detroit/22034-Curtis-St-48219/home/98516280,,,N,Y,42.4221623,-83.2588312
PAST SALE,December-20-2022,Unknown,15100 Mack,Grosse Pointe Park,MI,48230 6202,230000,,,Maryland Park Sub,2108,2613,,,109,,Sold,,,https://www.redfin.com/MI/Grosse-Pointe-Park/15100-Mack-Ave-48230/home/182864614,MiRealSource-MiMLS,60107316,N,Y,42.3874693,-82.9453034
PAST SALE,November-23-2022,Single Family Residential,1112 Mckinstry St,Detroit,MI,48209,165000,3,1,Det South Of Grand River,1450,5662,1909,,114,,Sold,,,https://www.redfin.com/MI/Detroit/1112-McKinstry-St-48209/home/98465714,REALCOMP,20221047038,N,Y,42.3149843,-83.0934537
PAST SALE,,Single Family Residential,6324 Evergreen Ave,Detroit,MI,48228,85000,,1,,833,5227,1951,,102,,,,,https://www.redfin.com/MI/Detroit/6324-Evergreen-Ave-48228/home/98559255,,,N,Y,42.3362827,-83.2348445
PAST SALE,January-26-2023,Unknown,3278 N Livernois,Detroit,MI,48210 2943,2000000,,,More Than One Subdivision Involved,3378,7840,,,592,,Sold,,,https://www.redfin.com/MI/Detroit/3278-Livernois-48210/home/181496326,MiRealSource-MiMLS,60136512,N,Y,42.3260529,-83.1162876
PAST SALE,November-11-2022,Single Family Residential,7618 Fielding St,Detroit,MI,48228,50000,3,1,Det - Joy-Dbn Ht Grnfld-Limits,960,4356,1950,,52,,Sold,,,https://www.redfin.com/MI/Detroit/7618-Fielding-St-48228/home/60967514,REALCOMP,20221054050,N,Y,42.3471298,-83.2400407
PAST SALE,December-1-2022,Multi-Family (2-4 Unit),3966 Casmere St,Detroit,MI,48212,167000,6,2,Det: 6-Mack I75-Conner,1140,3484,1922,,146,,Sold,,,https://www.redfin.com/MI/Detroit/3966-Casmere-St-48212/home/61344672,REALCOMP,20221050907,N,Y,42.4056741,-83.051176
PAST SALE,,Single Family Residential,17871 Arlington St,Detroit,MI,48212,75000,,1,,1015,6098,1960,,74,,,,,https://www.redfin.com/MI/Detroit/17871-Arlington-St-48212/home/98448198,,,N,Y,42.4244371,-83.0776219
PAST SALE,February-7-2023,Single Family Residential,5984 Woodhall St,Detroit,MI,48224,36001,4,1.5,Det Con-Mors/Grat. Hstn/7 Mack,1261,5662,1938,,29,,Sold,,,https://www.redfin.com/MI/Detroit/5984-Woodhall-St-48224/home/60996800,REALCOMP,20230005990,N,Y,42.4152125,-82.9308911
PAST SALE,January-20-2023,Unknown,4840 Mount Elliott,Detroit,MI,48207 1341,375000,,,Dennis Sub,15000,17859,,,25,,Sold,,,https://www.redfin.com/MI/Detroit/4840-Mount-Elliott-St-48207/home/182582429,MiRealSource-MiMLS,60159047,N,Y,42.3699653,-83.0269906
PAST SALE,December-8-2022,Unknown,5035 E 8 Mile,Warren,MI,48091 2839,265000,,,Ramm & Co's Mound Park # 01,1680,12196,,,158,,Sold,,,https://www.redfin.com/MI/Warren/5035-8-Mile-Rd-48091/home/181584066,MiRealSource-MiMLS,60116036,N,Y,42.4480795,-83.0527291
PAST SALE,December-5-2022,Single Family Residential,7360 Brace St,Detroit,MI,48228,61000,3,1,Det - Joy-Dbn Ht Grnfld-Limits,981,4791,1946,,62,,Sold,,,https://www.redfin.com/MI/Detroit/7360-Brace-St-48228/home/98548866,REALCOMP,20221061266,N,Y,42.345697,-83.2230225
PAST SALE,November-30-2022,Single Family Residential,14333 Sussex St,Detroit,MI,48227,49000,5,1,Det 6-Tire - Grnfld - Livernois,2670,4356,1922,,18,,Sold,,,https://www.redfin.com/MI/Detroit/14333-Sussex-St-48227/home/98436646,REALCOMP,2220033017,N,Y,42.3928237,-83.1949646
PAST SALE,December-16-2022,Unknown,1147 E Grand,Detroit,MI,48207 1930,155000,,,Assessors Plat Of Pt Of Pc 678 (plats),3129,6534,,,50,,Sold,,,https://www.redfin.com/MI/Detroit/1147-E-Grand-Blvd-48207/home/182507055,MiRealSource-MiMLS,60157533,N,Y,42.3731626,-83.0191874
PAST SALE,December-23-2022,Unknown,2010 Springwells,Detroit,MI,48209 1863,610000,,,Ferndale Ave Sub (plats),1100,7405,,,555,,Sold,,,https://www.redfin.com/MI/Detroit/2010-Springwells-St-48209/home/181747576,MiRealSource-MiMLS,40244835,N,Y,42.3096533,-83.1257155
PAST SALE,February-1-2023,Single Family Residential,23016 Pembroke Ave,Detroit,MI,48219,80501,4,2.5,"Det - 6 To 8, Grnfld To Limits",1643,7840,1968,,49,,Sold,,,https://www.redfin.com/MI/Detroit/23016-Pembroke-Ave-48219/home/98516693,REALCOMP,20221070972,N,Y,42.4364673,-83.2703629
PAST SALE,December-31-2022,Single Family Residential,12753 Georgiana Ave,Warren,MI,48089,86000,3,1,Warren,888,4356,1957,,97,,Sold,,,https://www.redfin.com/MI/Warren/12753-Georgiana-Ave-48089/home/60978063,REALCOMP,20221065270,N,Y,42.4509551,-82.9942722
PAST SALE,January-17-2023,Unknown,5409 E 8 Mile,Warren,MI,48091 2842,21000,,,Paderewski Park,1600,2178,,,13,,Sold,,,https://www.redfin.com/MI/Warren/5409-8-Mile-Rd-48091/home/182653529,MiRealSource-MiMLS,60097878,N,Y,42.4480879,-83.0496006
PAST SALE,February-3-2023,Single Family Residential,1122 Mckinstry St,Detroit,MI,48209,142000,3,1.5,Det South Of Grand River,960,4791,1915,,148,,Sold,,,https://www.redfin.com/MI/Detroit/1122-McKinstry-St-48209/home/98361740,REALCOMP,20230001055,N,Y,42.3151068,-83.0935317
PAST SALE,November-29-2022,Single Family Residential,12285 Asbury,Detroit,MI,48227 1159,25500,2,1,Frischkorns Grand Dale No 8 (plats),672,4791,1940,,38,,Sold,,,https://www.redfin.com/MI/Detroit/12285-Asbury-Unknown/home/182631212,MiRealSource-MiMLS,60165359,N,Y,42.378111,-83.207814
PAST SALE,February-6-2023,Single Family Residential,1939 Glynn,Detroit,MI,48206,249000,4,1.5,Det: Livernois-I75 6-Gd River,1658,4791,1920,,150,,Sold,,,https://www.redfin.com/MI/Detroit/1939-Glynn-Ct-48206/home/98333574,REALCOMP,20221070336,N,Y,42.3815849,-83.1039006
PAST SALE,January-27-2023,Single Family Residential,8243 Artesian St,Detroit,MI,48228,33000,3,2,Det - Joy-Dbn Ht Grnfld-Limits,1421,5662,1938,,23,,Sold,,,https://www.redfin.com/MI/Detroit/8243-Artesian-St-48228/home/98551853,REALCOMP,20230003020,N,Y,42.3529642,-83.226276
PAST SALE,December-7-2022,Single Family Residential,15880 Coyle St,Detroit,MI,48227,105000,2,1,Det 6-Tire - Grnfld - Livernois,933,4356,1940,,113,,Sold,,,https://www.redfin.com/MI/Detroit/15880-Coyle-St-48227/home/98436006,REALCOMP,20221058106,N,Y,42.4082889,-83.1938911
PAST SALE,December-27-2022,Single Family Residential,11801 Braile,Detroit,MI,48228,47000,3,1,Lewis Gardens,1075,6098,1952,,44,,Sold,,,https://www.redfin.com/MI/Detroit/11801-Braile-St-48228/home/59338914,MiRealSource-MiMLS,50097470,N,Y,42.3741155,-83.244056
PAST SALE,December-15-2022,Single Family Residential,7310 Grandmont Ave,Detroit,MI,48228,55000,3,1.5,Det - Joy-Dbn Ht Grnfld-Limits,1419,4356,1951,,39,,Sold,,,https://www.redfin.com/MI/Detroit/7310-Grandmont-Ave-48228/home/98538464,REALCOMP,20221061999,N,Y,42.3451884,-83.2078692
PAST SALE,December-14-2022,Single Family Residential,18824 Lamont St,Detroit,MI,48234,28000,3,1,Det 6-8 Dequindre To Conner,855,3920,1949,,33,,Sold,,,https://www.redfin.com/MI/Detroit/18824-Lamont-St-48234/home/60971205,REALCOMP,20221064624,N,Y,42.4319212,-83.0540294
PAST SALE,January-24-2023,Single Family Residential,431 Marlborough,Detroit,MI,48215,125000,3,1,Det: Mcclellan East/Mack To Shor,1228,,1923,,102,,Sold,,,https://www.redfin.com/MI/Detroit/431-Marlborough-St-48215/home/98419775,REALCOMP,20230003377,N,Y,42.3658187,-82.938747
PAST SALE,,Single Family Residential,19467 Birwood St,Detroit,MI,48221,68500,,1,,1229,4792,1951,,56,,,,,https://www.redfin.com/MI/Detroit/19467-Birwood-St-48221/home/98381446,,,N,Y,42.4360488,-83.1658004
PAST SALE,January-31-2023,Single Family Residential,19685 Yonka St,Detroit,MI,48234,49000,3,1,Det 6-8 Dequindre To Conner,1200,4356,1943,,41,,Sold,,,https://www.redfin.com/MI/Detroit/19685-Yonka-St-48234/home/60969786,REALCOMP,20221060202,N,Y,42.4393016,-83.0667374
PAST SALE,December-19-2022,Single Family Residential,20214 Burt Rd,Detroit,MI,48219,72000,3,1,"Det - 6 To 8, Grnfld To Limits",1324,6534,1954,,54,,Sold,,,https://www.redfin.com/MI/Detroit/20214-Burt-Rd-48219/home/98568254,REALCOMP,20221062356,N,Y,42.4404571,-83.2484889
PAST SALE,December-15-2022,Single Family Residential,14101 Burt Rd,Detroit,MI,48223,65500,3,1,Det - Schcraft-6 Grnfld-Limits,1043,4791,1950,,63,,Sold,,,https://www.redfin.com/MI/Detroit/14101-Burt-Rd-48223/home/98568564,REALCOMP,20221060529,N,Y,42.3885937,-83.2469845
PAST SALE,November-14-2022,Single Family Residential,20064 Salem St,Detroit,MI,48219,142000,3,2,"Det - 6 To 8, Grnfld To Limits",1000,13503,1924,,142,,Sold,,,https://www.redfin.com/MI/Detroit/20064-Salem-St-48219/home/60959589,REALCOMP,20221049645,N,Y,42.4387736,-83.2861575
PAST SALE,,Single Family Residential,15435 Kentfield St,Detroit,MI,48223,67000,,1,,962,4792,1947,,70,,,,,https://www.redfin.com/MI/Detroit/15435-Kentfield-St-48223/home/98562915,,,N,Y,42.4030011,-83.2409238
PAST SALE,January-23-2023,Single Family Residential,18328 Avon Ave,Detroit,MI,48219,41500,3,1,"Det - 6 To 8, Grnfld To Limits",950,4791,1950,,44,,Sold,,,https://www.redfin.com/MI/Detroit/18328-Avon-Ave-48219/home/98549078,REALCOMP,20230002917,N,Y,42.4245268,-83.2260523
