SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,2517 Marbourne Ave,Baltimore,MD,21230,100500,,1,,1024,2854,1958,,98,,,,,https://www.redfin.com/MD/Baltimore/2517-Marbourne-Ave-21230/home/11040469,,,N,Y,39.2541598,-76.6494422
PAST SALE,,Townhouse,704 W 36th St,Baltimore,MD,21211,335000,,1.5,,1780,1576,1961,,188,,,,,https://www.redfin.com/MD/Baltimore/704-W-36th-St-21211/home/10855668,,,N,Y,39.3314552,-76.6285568
PAST SALE,November-23-2022,Townhouse,1139 W Cross St,Baltimore,MD,21230,150000,2,1.5,Ward 21,1152,,1898,,130,,Sold,,,https://www.redfin.com/MD/Baltimore/1139-W-Cross-St-21230/home/11885607,BRIGHT MLS,MDBA2063990,N,Y,39.2817257,-76.6312168
PAST SALE,,Townhouse,1036 W Barre St,Baltimore,MD,21230,285000,,2.5,,2094,1040,1900,,136,,,,,https://www.redfin.com/MD/Baltimore/1036-W-Barre-St-21230/home/11885586,,,N,Y,39.2842532,-76.6274408
PAST SALE,,Single Family Residential,2311 Hamilton Ave,Baltimore,MD,21214,250000,,2,,1761,6246,1926,,142,,,,,https://www.redfin.com/MD/Baltimore/2311-Hamilton-Ave-21214/home/11186467,,,N,Y,39.3563118,-76.5688035
PAST SALE,,Townhouse,820 Ryan St,Baltimore,MD,21230,365000,,2,,1940,1481,2010,,188,,,,,https://www.redfin.com/MD/Baltimore/820-Ryan-St-21230/home/45424210,,,N,Y,39.2844301,-76.6296292
PAST SALE,,Townhouse,636 Savage St,Baltimore,MD,21224,180000,,2,,1128,1318,1925,,160,,,,,https://www.redfin.com/MD/Baltimore/636-Savage-St-21224/home/11061680,,,N,Y,39.2853336,-76.5522212
PAST SALE,,Townhouse,914 E 37th St,Baltimore,MD,21218,299900,,1.5,,1780,1360,1938,,168,,,,,https://www.redfin.com/MD/Baltimore/914-E-37th-St-21218/home/10824232,,,N,Y,39.3335315,-76.6035914
PAST SALE,November-10-2022,Condo/Co-op,22 S Howard St Unit R-202,Baltimore,MD,21201,180000,2,2,Ward 4,1461,,2006,,123,605,Sold,,,https://www.redfin.com/MD/Baltimore/22-S-Howard-St-21201/unit-R-202/home/11892090,BRIGHT MLS,MDBA2064210,N,Y,39.2882628,-76.6195569
PAST SALE,November-30-2022,Townhouse,2902 Evergreen Ave,Baltimore,MD,21214,215000,3,2,Ward 27,1728,4725,1902,,124,,Sold,,,https://www.redfin.com/MD/Baltimore/2902-Evergreen-Ave-21214/home/11142649,BRIGHT MLS,MDBA2053744,N,Y,39.3540457,-76.561094
PAST SALE,December-16-2022,Single Family Residential,3512 White Ave,Baltimore,MD,21214,190000,3,2,Ward 27,1575,10197,1926,,121,,Sold,,,https://www.redfin.com/MD/Baltimore/3512-White-Ave-21214/home/11133408,BRIGHT MLS,MDBA2064878,N,Y,39.3502953,-76.5507423
PAST SALE,February-1-2023,Condo/Co-op,3 Windblown Ct Unit T-2,Baltimore,MD,21209,145000,1,1,ROCKLAND RUN,924,,1970,,157,219,Sold,,,https://www.redfin.com/MD/Baltimore/3-Windblown-Ct-21209/unit-T2/home/9543729,BRIGHT MLS,MDBC2057160,N,Y,39.388207,-76.6656811
PAST SALE,,Single Family Residential,3707 Edgewood Rd,Baltimore,MD,21215,381000,4,3.5,,3059,9152,1941,,125,,,,,https://www.redfin.com/MD/Baltimore/3707-Edgewood-Rd-21215/home/10905035,,,N,Y,39.3295481,-76.6721989
PAST SALE,,Townhouse,426 N Luzerne Ave,Baltimore,MD,21224,200000,,2,,1372,1050,1910,,146,,,,,https://www.redfin.com/MD/Baltimore/426-N-Luzerne-Ave-21224/home/10754227,,,N,Y,39.2962675,-76.5809346
PAST SALE,,Townhouse,3729 Yolando Rd,Baltimore,MD,21218,252000,,2,,1600,1981,1940,,158,,,,,https://www.redfin.com/MD/Baltimore/3729-Yolando-Rd-21218/home/10824602,,,N,Y,39.3339197,-76.5999725
PAST SALE,,Single Family Residential,4334 Glenmore Ave,Baltimore,MD,21206,250000,,1.5,,2100,7497,1920,,119,,,,,https://www.redfin.com/MD/Baltimore/4334-Glenmore-Ave-21206/home/11096578,,,N,Y,39.3509446,-76.5301242
PAST SALE,,Townhouse,1449 Andre St,Baltimore,MD,21230,200000,,1,,1440,720,1875,,139,,,,,https://www.redfin.com/MD/Baltimore/1449-Andre-St-21230/home/11023903,,,N,Y,39.2685268,-76.5905308
PAST SALE,January-19-2023,Single Family Residential,2411 Garrison Blvd,Baltimore,MD,21216,385000,5,3.5,Ward 15,3306,7400,2008,,116,,Sold,,,https://www.redfin.com/MD/Baltimore/2411-Garrison-Blvd-21216/home/10911167,BRIGHT MLS,MDBA2069382,N,Y,39.316047,-76.6766212
PAST SALE,,Townhouse,922 Dartmouth Glen Way,Baltimore,MD,21212,250000,,2.5,,1452,1655,1987,,172,,,,,https://www.redfin.com/MD/Baltimore/922-Dartmouth-Glen-Way-21212/home/11202408,,,N,Y,39.3657934,-76.6020819
PAST SALE,,Townhouse,1741 S Charles St,Baltimore,MD,21230,415000,,2.5,,1666,1400,1875,,249,,,,,https://www.redfin.com/MD/Baltimore/1741-S-Charles-St-21230/home/11013486,,,N,Y,39.2696799,-76.6135904
PAST SALE,,Townhouse,1764 Homestead St,Baltimore,MD,21218,258800,,,,,360,1940,,,,,,,https://www.redfin.com/MD/Baltimore/1764-Homestead-St-21218/home/10817506,,,N,Y,39.3197024,-76.5933112
PAST SALE,,Single Family Residential,18 E Lake Ave,Baltimore,MD,21212,480000,,3,,2844,11369,1959,,169,,,,,https://www.redfin.com/MD/Baltimore/18-E-Lake-Ave-21212/home/11211950,,,N,Y,39.3691029,-76.6232653
PAST SALE,November-16-2022,Townhouse,3725 Oakmont Ave,Baltimore,MD,21215,174900,3,2,Ward 27,,2160,1950,,,,Sold,,,https://www.redfin.com/MD/Baltimore/3725-Oakmont-Ave-21215/home/11171402,BRIGHT MLS,MDBA2056716,N,Y,39.34278,-76.6771506
PAST SALE,,Townhouse,227 S Chapel St,Baltimore,MD,21231,199900,,1.5,,732,528,1850,,273,,,,,https://www.redfin.com/MD/Baltimore/227-S-Chapel-St-21231/home/10749138,,,N,Y,39.2885674,-76.5895595
PAST SALE,November-28-2022,Townhouse,5104 Laurel Ave,Baltimore,MD,21215,115000,3,1,Ward 27,1216,,1947,,95,,Sold,,,https://www.redfin.com/MD/Baltimore/5104-Laurel-Ave-21215/home/11169542,BRIGHT MLS,MDBA2061654,N,Y,39.3513454,-76.6656887
PAST SALE,December-14-2022,Townhouse,3529 Northway Dr,Baltimore,MD,21234,210000,3,1.5,Ward 27,1400,,1955,,150,,Sold,,,https://www.redfin.com/MD/Baltimore/3529-Northway-Dr-21234/home/11138351,BRIGHT MLS,MDBA2065508,N,Y,39.3595332,-76.5395218
PAST SALE,,Single Family Residential,3411 Copley Rd,Baltimore,MD,21215,385000,,1,,2130,8305,1921,,181,,,,,https://www.redfin.com/MD/Baltimore/3411-Copley-Rd-21215/home/10904438,,,N,Y,39.327213,-76.6767165
PAST SALE,November-30-2022,Townhouse,609 S Kenwood Ave,Baltimore,MD,21224,340000,3,1.5,Ward 1,1734,,1910,,196,,Sold,,,https://www.redfin.com/MD/Baltimore/609-S-Kenwood-Ave-21224/home/10738559,BRIGHT MLS,MDBA2062570,N,Y,39.2849708,-76.5769142
PAST SALE,December-19-2022,Townhouse,123 Parkin St,Baltimore,MD,21201,197000,4,2.5,Ward 18,1116,,1920,,177,,Sold,,,https://www.redfin.com/MD/Baltimore/123-Parkin-St-21201/home/10957229,BRIGHT MLS,MDBA2063100,N,Y,39.2862234,-76.6303938
PAST SALE,,Townhouse,3002 Keswick Rd,Baltimore,MD,21211,265000,,1.5,,1092,1022,1900,,243,,,,,https://www.redfin.com/MD/Baltimore/3002-Keswick-Rd-21211/home/10869072,,,N,Y,39.3237542,-76.6280829
PAST SALE,December-1-2022,Townhouse,7238 Brookfalls Ter,Baltimore,MD,21209,325000,3,2.5,BROOKFALLS,1800,2063,1985,,181,75,Sold,,,https://www.redfin.com/MD/Baltimore/7238-Brookfalls-Ter-21209/home/9545096,BRIGHT MLS,MDBC2050188,N,Y,39.3833161,-76.6658432
PAST SALE,November-18-2022,Condo/Co-op,2007 Clipper Park Rd #315,Baltimore,MD,21211,212500,1,1,Ward 13,966,,2006,,220,269,Sold,,,https://www.redfin.com/MD/Baltimore/2007-Clipper-Park-Rd-21211/unit-315/home/11891942,BRIGHT MLS,MDBA2057200,N,Y,39.331602,-76.644721
PAST SALE,December-22-2022,Townhouse,618 Oldham St,Baltimore,MD,21224,260000,3,2,Ward 26,1930,968,1920,,135,,Sold,,,https://www.redfin.com/MD/Baltimore/618-Oldham-St-21224/home/11068863,BRIGHT MLS,MDBA2062166,N,Y,39.2855943,-76.5559334
PAST SALE,November-15-2022,Condo/Co-op,1000 Fell St #223,Baltimore,MD,21231,200000,1,1,Ward 2,803,,1900,,249,460,Sold,,,https://www.redfin.com/MD/Baltimore/1000-Fell-St-21231/unit-223/home/12487142,BRIGHT MLS,MDBA2057780,N,Y,39.2799135,-76.5896277
PAST SALE,,Townhouse,2502 Linden Ave,Baltimore,MD,21217,332000,,1,,1980,2640,1920,,168,,,,,https://www.redfin.com/MD/Baltimore/2502-Linden-Ave-21217/home/10867731,,,N,Y,39.3154751,-76.6364512
PAST SALE,January-24-2023,Townhouse,501 S Sharp St,Baltimore,MD,21201,234000,2,1.5,Ward 22,1064,,1920,,220,21,Sold,,,https://www.redfin.com/MD/Baltimore/501-S-Sharp-St-21201/home/11006312,BRIGHT MLS,MDBA2065880,N,Y,39.2829558,-76.6173997
PAST SALE,February-3-2023,Townhouse,3516 W Garrison Ave,Baltimore,MD,21215,193000,3,2.5,Ward 27,2128,2400,1950,,91,,Sold,,,https://www.redfin.com/MD/Baltimore/3516-W-Garrison-Ave-21215/home/11170902,BRIGHT MLS,MDBA2065204,N,Y,39.3454543,-76.6772125
PAST SALE,December-14-2022,Townhouse,1001 Myrtle Ave,Baltimore,MD,21201,208000,3,2.5,Ward 17,1408,2875,2002,,148,42,Sold,,,https://www.redfin.com/MD/Baltimore/1001-Myrtle-Ave-21201/home/11222300,BRIGHT MLS,MDBA2062258,N,Y,39.2967852,-76.6295158
PAST SALE,December-14-2022,Single Family Residential,2603 Beechland Ave,Baltimore,MD,21214,277500,3,2,Ward 27,1712,6246,1921,,162,,Sold,,,https://www.redfin.com/MD/Baltimore/2603-Beechland-Ave-21214/home/11188155,BRIGHT MLS,MDBA2057114,N,Y,39.3589589,-76.5638821
PAST SALE,,Single Family Residential,1112 S Baylis St,Baltimore,MD,21224,1025000,,3.5,,2874,1248,2012,,357,,,,,https://www.redfin.com/MD/Baltimore/1112-S-Baylis-St-21224/home/21729021,,,N,Y,39.2797925,-76.5678074
PAST SALE,December-15-2022,Condo/Co-op,414 Water St #2712,Baltimore,MD,21202,259900,2,2,Ward 4,1089,,2008,,239,702,Sold,,,https://www.redfin.com/MD/Baltimore/414-Water-St-21202/unit-2712/home/23461758,BRIGHT MLS,MDBA2054662,N,Y,39.2888883,-76.6094546
PAST SALE,January-20-2023,Townhouse,602 N Bend Rd,Baltimore,MD,21229,315000,3,2,MERIDALE LITTLE FARMS,1480,5450,1918,,213,,Sold,,,https://www.redfin.com/MD/Baltimore/602-North-Bend-Rd-21229/home/9075614,BRIGHT MLS,MDBC2048066,N,Y,39.2866458,-76.7132551
PAST SALE,December-21-2022,Townhouse,1346 Silverthorne Rd,Baltimore,MD,21239,195000,3,1.5,Ward 27,1216,2044,1945,,160,1,Sold,,,https://www.redfin.com/MD/Baltimore/1346-Silverthorne-Rd-21239/home/11195770,BRIGHT MLS,MDBA2055696,N,Y,39.3519639,-76.5946346
PAST SALE,,Townhouse,1201 N Caroline St,Baltimore,MD,21213,400000,,3,,1008,1376,1920,,397,,,,,https://www.redfin.com/MD/Baltimore/1201-N-Caroline-St-21213/home/10785250,,,N,Y,39.3042791,-76.5977075
PAST SALE,December-1-2022,Townhouse,2736 E Baltimore St,Baltimore,MD,21224,452500,4,4.5,Ward 6,2654,,1920,,170,,Sold,,,https://www.redfin.com/MD/Baltimore/2736-E-Baltimore-St-21224/home/11839063,BRIGHT MLS,MDBA2047540,N,Y,39.2923358,-76.5780025
PAST SALE,January-17-2023,Single Family Residential,5613 Gardenville Ave,Baltimore,MD,21206,214900,3,1,Ward 26,1055,8002,1955,,204,,Sold,,,https://www.redfin.com/MD/Baltimore/5613-Gardenville-Ave-21206/home/11094883,BRIGHT MLS,MDBA2052672,N,Y,39.3363663,-76.5419365
PAST SALE,,Condo/Co-op,1726 Aliceanna St Unit 202-SB,Baltimore,MD,21231,185000,,,,1128,,1920,,164,,,,,https://www.redfin.com/MD/Baltimore/1726-Aliceanna-St-21231/unit-202-SB/home/11892322,,,N,Y,39.2838964,-76.5918197
PAST SALE,,Townhouse,2035 Harman Ave,Baltimore,MD,21230,88550,,1,,812,1246,1950,,109,,,,,https://www.redfin.com/MD/Baltimore/2035-Harman-Ave-21230/home/11037926,,,N,Y,39.2656403,-76.6500469
PAST SALE,,Condo/Co-op,1 Hamill Ct #36,Baltimore,MD,21210,229000,,,,1235,,,,185,,,,,https://www.redfin.com/MD/Baltimore/1-Hamill-Ct-21210/unit-36/home/11162808,,,N,Y,39.3531326,-76.6451325
PAST SALE,,Townhouse,2521 Christian St,Baltimore,MD,21223,91500,,1,,1248,1033,1920,,73,,,,,https://www.redfin.com/MD/Baltimore/2521-Christian-St-21223/home/10977712,,,N,Y,39.279747,-76.655328
PAST SALE,,Single Family Residential,3618 W Forest Park Ave,Baltimore,MD,21216,250000,,4,,3294,11250,1920,,76,,,,,https://www.redfin.com/MD/Baltimore/3618-W-Forest-Park-Ave-21216/home/10910135,,,N,Y,39.3254398,-76.6785508
PAST SALE,,Townhouse,431 S Robinson St,Baltimore,MD,21224,330000,,2.5,,1540,801,1906,,214,,,,,https://www.redfin.com/MD/Baltimore/431-S-Robinson-St-21224/home/10741852,,,N,Y,39.2867856,-76.5721273
PAST SALE,November-30-2022,Townhouse,2934 Stranden Rd,Baltimore,MD,21230,99000,3,1,Ward 25,1280,2600,1961,,77,,Sold,,,https://www.redfin.com/MD/Baltimore/2934-Stranden-Rd-21230/home/11043657,BRIGHT MLS,MDBA2049218,N,Y,39.2538722,-76.6456595
PAST SALE,,Townhouse,1826 W Lexington St,Baltimore,MD,21223,47500,,,,,1500,1920,,,,,,,https://www.redfin.com/MD/Baltimore/1826-W-Lexington-St-21223/home/10987737,,,N,Y,39.2907692,-76.6465884
PAST SALE,,Townhouse,3004 Mallview Rd,Baltimore,MD,21230,111000,,1,,896,1600,1962,,124,,,,,https://www.redfin.com/MD/Baltimore/3004-Mallview-Rd-21230/home/11044377,,,N,Y,39.2516361,-76.6424934
PAST SALE,,Townhouse,5222 Florence Ave,Baltimore,MD,21215,66640,,1,,704,4640,1924,,95,,,,,https://www.redfin.com/MD/Baltimore/5222-Florence-Ave-21215/home/11173998,,,N,Y,39.3484898,-76.6800143
PAST SALE,,Single Family Residential,5009 The Alameda,Baltimore,MD,21239,200000,,1,,1688,5536,1920,,118,,,,,https://www.redfin.com/MD/Baltimore/5009-The-Alameda-21239/home/11192137,,,N,Y,39.34767,-76.5990504
PAST SALE,,Townhouse,301 E Hamburg St,Baltimore,MD,21230,250000,,2,,1168,900,1875,,214,,,,,https://www.redfin.com/MD/Baltimore/301-E-Hamburg-St-21230/home/11015286,,,N,Y,39.2783919,-76.6088001
PAST SALE,December-6-2022,Townhouse,7746 Gough St,Baltimore,MD,21224,113000,2,1,DEFENSE HEIGHTS,977,1428,1943,,116,,Sold,,,https://www.redfin.com/MD/Baltimore/7746-Gough-St-21224/home/9464935,BRIGHT MLS,MDBC2050652,N,Y,39.2955486,-76.5184881
PAST SALE,December-28-2022,Townhouse,7710 Eastdale Rd,Baltimore,MD,21224,175000,3,1.5,NORTHBROOK,1280,2652,1952,,137,,Sold,,,https://www.redfin.com/MD/Baltimore/7710-Eastdale-Rd-21224/home/9433491,BRIGHT MLS,MDBC2056632,N,Y,39.2966544,-76.519794
PAST SALE,,Townhouse,6626 Marne Ave,Baltimore,MD,21224,200000,,1,,1024,1920,1955,,195,,,,,https://www.redfin.com/MD/Baltimore/6626-Marne-Ave-21224/home/11064764,,,N,Y,39.2762842,-76.5337345
PAST SALE,February-3-2023,Condo/Co-op,100 Harborview Dr #201,Baltimore,MD,21230,418500,2,2,Ward 24,2059,,2005,,203,2173,Sold,,,https://www.redfin.com/MD/Baltimore/100-Harborview-Dr-21230/unit-201/home/11223135,BRIGHT MLS,MDBA2073190,N,Y,39.279369,-76.6043825
PAST SALE,,Townhouse,440 S Augusta Ave,Baltimore,MD,21229,69000,,1.5,,2050,2274,1920,,34,,,,,https://www.redfin.com/MD/Baltimore/440-S-Augusta-Ave-21229/home/10970771,,,N,Y,39.2784962,-76.6847233
PAST SALE,,Townhouse,1814 Ramsay St,Baltimore,MD,21223,50000,,,,,754,1915,,,,,,,https://www.redfin.com/MD/Baltimore/1814-Ramsay-St-21223/home/10961787,,,N,Y,39.2833232,-76.6455692
PAST SALE,,Single Family Residential,5607 Everhurst Rd,Baltimore,MD,21209,488000,,1,,1659,6499,1930,,294,,,,,https://www.redfin.com/MD/Baltimore/5607-Everhurst-Rd-21209/home/11180219,,,N,Y,39.3602815,-76.6697189
PAST SALE,,Townhouse,6845 Queens Ferry Rd,Baltimore,MD,21239,200000,,1.5,,1234,6486,1961,,162,,,,,https://www.redfin.com/MD/Baltimore/6845-Queens-Ferry-Rd-21239/home/9671578,,,N,Y,39.3824344,-76.5812958
PAST SALE,,Townhouse,2412 Kentucky Ave,Baltimore,MD,21213,400000,,2,,1728,3472,1930,,231,,,,,https://www.redfin.com/MD/Baltimore/2412-Kentucky-Ave-21213/home/10777163,,,N,Y,39.3281011,-76.5771925
PAST SALE,,Townhouse,2737 Marbourne Ave,Baltimore,MD,21230,74000,,1,,896,1760,1961,,83,,,,,https://www.redfin.com/MD/Baltimore/2737-Marbourne-Ave-21230/home/11043820,,,N,Y,39.2525219,-76.6431085
PAST SALE,,Townhouse,3010 Grantley Ave,Baltimore,MD,21215,50000,,,,,1200,1940,,,,,,,https://www.redfin.com/MD/Baltimore/3010-Grantley-Ave-21215/home/10922165,,,N,Y,39.3366963,-76.6695292
PAST SALE,,Townhouse,1255 Cedarcroft Rd,Baltimore,MD,21239,130000,,1.5,,1516,2185,1954,,86,,,,,https://www.redfin.com/MD/Baltimore/1255-Cedarcroft-Rd-21239/home/11204987,,,N,Y,39.3692096,-76.5908253
PAST SALE,,Condo/Co-op,2322 Falls Gable Ln Unit L,Baltimore,MD,21209,220000,,,,1052,,,,209,,,,,https://www.redfin.com/MD/Baltimore/2322-Falls-Gable-Ln-21209/unit-L/home/9552356,,,N,Y,39.3806209,-76.6721606
PAST SALE,,Townhouse,741 Richwood Ave,Baltimore,MD,21212,95000,,1,,864,2106,1940,,110,,,,,https://www.redfin.com/MD/Baltimore/741-Richwood-Ave-21212/home/11193592,,,N,Y,39.3463327,-76.6052759
PAST SALE,,Single Family Residential,5103 Eugene Ave,Baltimore,MD,21206,185000,,1,,1026,5397,1929,,180,,,,,https://www.redfin.com/MD/Baltimore/5103-Eugene-Ave-21206/home/11128947,,,N,Y,39.3385809,-76.5560706
PAST SALE,,Condo/Co-op,728 Light St Unit 728B,Baltimore,MD,21230,225000,1,1.5,,820,900,1875,,274,,,,,https://www.redfin.com/MD/Baltimore/728-Light-St-21230/unit-728B/home/11223438,,,N,Y,39.280306,-76.612979
PAST SALE,,Townhouse,3208 Elmley Ave,Baltimore,MD,21213,89900,,1,,896,1120,1923,,100,,,,,https://www.redfin.com/MD/Baltimore/3208-Elmley-Ave-21213/home/10800864,,,N,Y,39.3171824,-76.5779501
PAST SALE,,Townhouse,4804 Gilray Dr,Baltimore,MD,21214,100000,,1,,1164,5709,1951,,86,,,,,https://www.redfin.com/MD/Baltimore/4804-Gilray-Dr-21214/home/11184739,,,N,Y,39.3483491,-76.5765286
PAST SALE,,Townhouse,2045 Cliftwood Ave,Baltimore,MD,21213,52000,,1,,588,1050,1920,,88,,,,,https://www.redfin.com/MD/Baltimore/2045-Cliftwood-Ave-21213/home/10780491,,,N,Y,39.3134696,-76.5889104
PAST SALE,,Condo/Co-op,3908 N Charles St #503,Baltimore,MD,21218,300000,,,,3025,,,,99,,,,,https://www.redfin.com/MD/Baltimore/3908-N-Charles-St-21218/unit-503/home/10837075,,,N,Y,39.3373077,-76.6188507
PAST SALE,,Townhouse,3206 McElderry St,Baltimore,MD,21205,72999,,1,,1140,945,1924,,64,,,,,https://www.redfin.com/MD/Baltimore/3206-McElderry-St-21205/home/11089825,,,N,Y,39.298298,-76.5719301
PAST SALE,,Townhouse,1532 E Biddle St,Baltimore,MD,21213,180000,,1.5,,1071,1500,1920,,168,,,,,https://www.redfin.com/MD/Baltimore/1532-E-Biddle-St-21213/home/10785228,,,N,Y,39.3043822,-76.5967144
PAST SALE,,Single Family Residential,5605 Remmell Ave,Baltimore,MD,21206,262000,,1,,1061,5737,1942,,247,,,,,https://www.redfin.com/MD/Baltimore/5605-Remmell-Ave-21206/home/11124019,,,N,Y,39.3452011,-76.5493876
PAST SALE,,Townhouse,6912 Eastbrook Ave,Baltimore,MD,21224,125000,,1,,1176,1400,1952,,106,,,,,https://www.redfin.com/MD/Baltimore/6912-Eastbrook-Ave-21224/home/11083889,,,N,Y,39.2919009,-76.5301381
PAST SALE,,Townhouse,516 N Carrollton Ave Unit AYE,Baltimore,MD,21223,49500,,,,,2088,1920,,,,,,,https://www.redfin.com/MD/Baltimore/516-N-Carrollton-Ave-21223/unit-AYE/home/10953017,,,N,Y,39.2947209,-76.6372808
PAST SALE,,Townhouse,1126 Sargeant St,Baltimore,MD,21223,71000,,1.5,,960,1560,1900,,74,,,,,https://www.redfin.com/MD/Baltimore/1126-Sargeant-St-21223/home/10997068,,,N,Y,39.2830188,-76.6336818
PAST SALE,,Townhouse,1208 Druid Hill Ave,Baltimore,MD,21217,100000,,,,3600,1800,1920,,28,,,,,https://www.redfin.com/MD/Baltimore/1208-Druid-Hill-Ave-21217/home/10950626,,,N,Y,39.3013307,-76.6280084
PAST SALE,January-31-2023,Single Family Residential,519 Dunkirk Rd,Baltimore,MD,21212,325000,3,2,ANNESLIE,1846,6230,1959,,176,,Sold,,,https://www.redfin.com/MD/Baltimore/519-Dunkirk-Rd-21212/home/9637201,BRIGHT MLS,MDBC2059224,N,Y,39.3762651,-76.6067239
PAST SALE,,Townhouse,801 N Rose St,Baltimore,MD,21205,49500,,1,,686,894,1920,,72,,,,,https://www.redfin.com/MD/Baltimore/801-N-Rose-St-21205/home/10765119,,,N,Y,39.3002827,-76.5815329
PAST SALE,,Townhouse,831 N Montford Ave,Baltimore,MD,21205,65000,,1,,546,933,1920,,119,,,,,https://www.redfin.com/MD/Baltimore/831-N-Montford-Ave-21205/home/10764687,,,N,Y,39.3005248,-76.5836457
PAST SALE,January-6-2023,Single Family Residential,6008 Glenoak Ave,Baltimore,MD,21214,300000,0,,Ward 27,963,6247,1927,,312,,Sold,,,https://www.redfin.com/MD/Baltimore/6008-Glenoak-Ave-21214/home/11130835,BRIGHT MLS,MDBA2071982,N,Y,39.3557953,-76.5504714
PAST SALE,,Townhouse,5512 Medwick Garth S,Catonsville,MD,21228,275000,,1,,1536,4508,1956,,179,,,,,https://www.redfin.com/MD/Catonsville/5512-Medwick-Garth-S-21228/home/11220989,,,N,Y,39.2790523,-76.7111157
PAST SALE,January-23-2023,Single Family Residential,810 Kingston Rd,Baltimore,MD,21212,725000,4,2.5,STONELEIGH,2614,6750,1938,,277,,Sold,,,https://www.redfin.com/MD/Baltimore/810-Kingston-Rd-21212/home/9643425,BRIGHT MLS,MDBC2055756,N,Y,39.3786312,-76.6033398
PAST SALE,,Townhouse,1070 W Fayette St,Baltimore,MD,21223,120000,,2,,,1256,1920,,,,,,,https://www.redfin.com/MD/Baltimore/1070-W-Fayette-St-21223/home/10954105,,,N,Y,39.2900005,-76.6359797
PAST SALE,,Townhouse,5455 Belle Vista Ave,Baltimore,MD,21206,127000,,2.5,,1344,5265,1948,,94,,,,,https://www.redfin.com/MD/Baltimore/5455-Belle-Vista-Ave-21206/home/11127641,,,N,Y,39.342611,-76.5503811
PAST SALE,,Single Family Residential,3908 Maine Ave,Gwynn Oak,MD,21207,209133,,3,,3020,11520,1920,,69,,,,,https://www.redfin.com/MD/Gwynn-Oak/3908-Maine-Ave-21207/home/10882049,,,N,Y,39.326851,-76.684003
PAST SALE,,Single Family Residential,4303 Underwood Rd,Baltimore,MD,21218,1260000,,6.5,,5755,19196,1926,,219,,,,,https://www.redfin.com/MD/Baltimore/4303-Underwood-Rd-21218/home/11153558,,,N,Y,39.3415458,-76.6123725
PAST SALE,,Single Family Residential,3406 Duvall Ave,Baltimore,MD,21216,402500,,4,,3261,8220,1920,,123,,,,,https://www.redfin.com/MD/Baltimore/3406-Duvall-Ave-21216/home/10911060,,,N,Y,39.3205319,-76.6759671
PAST SALE,,Single Family Residential,246 S Chester St,Baltimore,MD,21231,440000,,3.5,,1772,1500,1900,,248,,,,,https://www.redfin.com/MD/Baltimore/246-S-Chester-St-21231/home/10749277,,,N,Y,39.2882398,-76.5874378
PAST SALE,,Townhouse,310 Parkin St,Baltimore,MD,21230,365000,,2.5,,1880,1220,2016,,194,,,,,https://www.redfin.com/MD/Baltimore/310-Parkin-St-21230/home/45424189,,,N,Y,39.2839739,-76.6307177
PAST SALE,,Townhouse,1134 N Longwood St,Baltimore,MD,21216,125000,,1,,1480,1540,1918,,84,,,,,https://www.redfin.com/MD/Baltimore/1134-N-Longwood-St-21216/home/10943707,,,N,Y,39.3008456,-76.6675635
PAST SALE,,Townhouse,4101 Ardley Ave,Baltimore,MD,21213,175000,,1.5,,1120,2872,1954,,156,,,,,https://www.redfin.com/MD/Baltimore/4101-Ardley-Ave-21213/home/11105094,,,N,Y,39.3174984,-76.5573212
PAST SALE,,Townhouse,2002 Dukeland St,Baltimore,MD,21216,65000,,,,,1406,1927,,,,,,,https://www.redfin.com/MD/Baltimore/2002-Dukeland-St-21216/home/10887344,,,N,Y,39.3108713,-76.664384
PAST SALE,,Townhouse,1902 Poplar Grove St,Baltimore,MD,21216,205000,,1,,700,1400,1920,,293,,,,,https://www.redfin.com/MD/Baltimore/1902-Poplar-Grove-St-21216/home/10887097,,,N,Y,39.30963,-76.6660471
PAST SALE,,Condo/Co-op,850 Aliceanna St #305,Baltimore,MD,21202,439900,,,,1580,,2007,,278,,,,,https://www.redfin.com/MD/Baltimore/850-Aliceanna-St-21202/unit-305/home/12547451,,,N,Y,39.2833691,-76.6008897
PAST SALE,January-3-2023,Condo/Co-op,1220 Bank St #302,Baltimore,MD,21202,785000,3,2.5,Ward 3,2882,,2005,,272,,Sold,,,https://www.redfin.com/MD/Baltimore/1220-Bank-St-21202/unit-302/home/11891834,BRIGHT MLS,MDBA2071636,N,Y,39.2868838,-76.5997948
PAST SALE,,Townhouse,1637 Montpelier St,Baltimore,MD,21218,130000,,,,,1190,1940,,,,,,,https://www.redfin.com/MD/Baltimore/1637-Montpelier-St-21218/home/10816591,,,N,Y,39.3200048,-76.5959222
