CITY,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,PRICE/SQFT
Miami,405000.0,3.0,3.0,MAHOGANY ISLE HOMES CONDO,1390.0,1996.0,291.0
Miami,455000.0,1.0,1.0,VIZCAYNE SOUTH CONDO,632.0,2008.0,720.0
Miami,589999.0,5.0,4.0,OLYMPIC HEIGHTS,2138.0,1948.0,276.0
Miami,660.0,2.0,2.0,CORAL WEST HEIGHTS 1ST AD,1613.0,1984.0,0.0
Miami,650000.0,5.0,3.0,CHRISTINA AT THE HAMMOCKS,2475.0,1998.0,263.0
Miami,175000.0,1.0,1.0,FLAMINGO COURT CONDO,670.0,1986.0,261.0
Miami,240000.0,1.0,2.0,KENLAND BEND SOUTH CONDO,980.0,1981.0,245.0
Miami,375000.0,1.0,1.0,VILLAGGIO IN THE GROVE TO,613.0,2006.0,612.0
Coral Gables,340000.0,1.0,1.0,PUERTA DE PALMAS CONDO,797.0,2007.0,427.0
Miami,350000.0,3.0,2.0,MACSON HEIGHTS,1479.0,1958.0,237.0
Miami,400000.0,2.0,1.0,ROYALE GREEN TOWNHOUSE SE,875.0,1970.0,457.0
Miami,138000.0,2.0,2.0,POINT SOUTH CONDO,800.0,1974.0,173.0
Miami,384600.0,2.0,1.0,CALVERT MANORS,1165.0,1949.0,330.0
Miami,265000.0,2.0,2.0,WISPERWOOD VILLAGE CONDO,968.0,1977.0,274.0
Miami,136000.0,1.0,2.0,BUCKLEY TOWERS CONDO - EA,861.0,1968.0,158.0
Miami,2000000.0,4.0,5.0,PALMHURST,2417.0,2022.0,827.0
Miami,121500.0,1.0,1.0,PRESTIGE APTS INC CO-OP,551.0,1961.0,221.0
North Bay Village,258000.0,1.0,1.0,BAYSHORE YACHT & TENNIS C,639.0,1963.0,404.0
Miami,560000.0,5.0,3.0,RICHMOND HGTS ESTS 3RD AD,2576.0,1961.0,217.0
Miami,365000.0,4.0,2.0,THE TROPICS AMD,704.0,1946.0,518.0
Miami,170000.0,2.0,1.0,VILLAGE AT DADELAND CONDO,730.0,1968.0,233.0
Miami,525000.0,3.0,2.0,CALISTOGA ESTATES,1622.0,1988.0,324.0
Miami,390000.0,2.0,2.0,DADELAND COVE SEC 2,1152.0,1995.0,339.0
Miami,383500.0,2.0,2.0,DEVON-AIRE VILLAS SEC 6,1101.0,1979.0,348.0
North Bay Village,1000000.0,2.0,2.0,SPACE 01 CONDO,1804.0,2006.0,554.0
Miami,585000.0,2.0,2.0,MILLER HEIGHTS SEC 9,1515.0,1963.0,386.0
Miami,630000.0,1.0,1.0,THE CLUB AT BRICKELL BAY,825.0,2005.0,764.0
Miami,575000.0,2.0,2.0,VIZCAYNE SOUTH CONDO,1203.0,2008.0,478.0
Miami,390000.0,3.0,2.0,SOMERSET VILLAS,1202.0,1987.0,324.0
Miami,1800000.0,3.0,3.0,REACH CONDO,1891.0,2016.0,952.0
Miami,1025000.0,2.0,2.0,Paramount Bay Condominiums,1135.0,2010.0,903.0
Miami,475000.0,3.0,2.0,Mandy Sub,1418.0,1995.0,335.0
Miami,630000.0,1.0,1.0,MAYFIELD CONDO,966.0,2003.0,652.0
Miami,745000.0,6.0,5.0,COMFORT GARDENS 1ST ADDN,2992.0,1946.0,249.0
Miami,699000.0,3.0,2.0,ALEXA ESTATES,1912.0,2004.0,366.0
Miami,169000.0,8.0,4.0,WEST PERRINE ADDN,1104.0,1958.0,153.0
Coral Gables,725000.0,2.0,2.0,VILLA ALHAMBRA CONDO,1322.0,2008.0,548.0
Miami,318000.0,3.0,2.0,ROSEHAVEN,1100.0,2022.0,289.0
Hialeah,290000.0,4.0,2.0,Hialeah Hgts Amd,1225.0,1970.0,237.0
Miami,245000.0,2.0,2.0,SEGOVIA CONDO,897.0,1988.0,273.0
Miami,388000.0,1.0,1.0,CHARTER CLUB CONDO,757.0,1973.0,513.0
Miami,258000.0,2.0,1.0,ARCH CREEKS ESTATES,900.0,1946.0,287.0
Miami,460000.0,4.0,2.0,SOUTH MIAMI HEIGHTS ADDN,1594.0,1979.0,289.0
Miami,318000.0,3.0,2.0,ROSEHAVEN,1100.0,2022.0,289.0
Miami,225000.0,2.0,2.0,QUATRAINE CONDO IV,978.0,1984.0,230.0
Miami,300000.0,3.0,1.0,BISCAYNE GARDENS SEC F PA,900.0,1950.0,333.0
Miami,165000.0,1.0,1.0,INTERNATIONAL PARK I COND,708.0,1984.0,233.0
Miami,800000.0,18.0,12.0,AMD PL OF GLADEMOOR TRACK,2679.0,1984.0,299.0
Miami,1050000.0,2.0,2.0,GROVE GARDEN RESIDENCES C,1877.0,2006.0,559.0
Miami,245000.0,2.0,2.0,ARAGON TOWERS CONDO,848.0,1985.0,289.0
Miami,312999.0,3.0,3.0,LES CHATEAUX AT INT GARDE,1232.0,1989.0,254.0
Miami,530000.0,3.0,2.0,SOUTH VEDADO,1320.0,1977.0,402.0
Miami,205000.0,1.0,1.0,LAKEVIEW AT THE HAMMOCKS,650.0,1983.0,315.0
Miami,210000.0,1.0,1.0,SOUTH WINDS CONDO,614.0,1973.0,342.0
Miami,397000.0,3.0,2.0,BIRD LAKES TOWNHOUSE SEC,1346.0,1985.0,295.0
Miami,401000.0,3.0,2.0,SPRING LAKES VILLAGE II,1280.0,1979.0,313.0
Miami,410000.0,1.0,1.0,LOFTS ON BRICKELL II COND,750.0,2007.0,547.0
Miami,242500.0,2.0,2.0,FONTAINEBLEAU GARDENS CON,870.0,1988.0,279.0
Miami,583600.0,2.0,2.0,SOLARIS AT BRICKELL BAY C,1145.0,2006.0,510.0
Miami,620000.0,4.0,2.0,FANTASY REEF,1872.0,2001.0,331.0
Miami,230000.0,2.0,2.0,TOWERS NORTH CONDO,837.0,1983.0,275.0
Pinecrest,4800000.0,7.0,6.0,HELMS COUNTRY ESTATES RE-,6120.0,1994.0,784.0
Miami,241000.0,2.0,2.0,FONTAINEBLEAU GARDENS CON,870.0,1988.0,277.0
Miami,329000.0,2.0,2.0,KENLAND BEND SOUTH CONDO,1200.0,1981.0,274.0
Miami,705000.0,1.0,1.0,NEW WAVE CONDO,850.0,2006.0,829.0
Miami,285000.0,3.0,2.0,CORNERS KENDALL LAKES,1222.0,1980.0,233.0
Miami,420000.0,3.0,2.0,SNAPPER CREEK TOWNHOUSES,1378.0,1974.0,305.0
Miami,605000.0,3.0,2.0,KILLIAN PINES 1ST ADDN,1326.0,1976.0,456.0
Miami,319900.0,2.0,1.0,MILLER DREAM TOWNHOMES CO,936.0,1983.0,342.0
Miami,565000.0,3.0,2.0,RANCHERO HOMESITES,1572.0,1954.0,359.0
Pinecrest,245000.0,1.0,1.0,MONTEREY GARDENS,574.0,1968.0,427.0
Miami,330000.0,1.0,1.0,METROPOLIS II AT DADELAND,730.0,2006.0,452.0
Miami,340000.0,3.0,2.0,CENTURY PARK CONDO,1260.0,2001.0,270.0
Miami,452500.0,1.0,1.0,TEN MUSEUM PK RESIDENTIAL,791.0,2007.0,572.0
Miami,225000.0,3.0,2.0,EDISON HEIGHTS,1410.0,1940.0,160.0
Miami,445000.0,3.0,1.0,SO MIAMI HEIGHTS MANOR,1088.0,1960.0,409.0
Miami,240000.0,2.0,2.0,Rolling Greens Condo,1789.0,1969.0,134.0
Miami,213000.0,1.0,1.0,PARADISE AT DADELAND COND,648.0,1965.0,329.0
Miami,270000.0,2.0,1.0,WEST LITTLE RIVER HEIGHTS,1125.0,1947.0,240.0
Miami,160000.0,1.0,1.0,LOS JARDINES CONDO,460.0,1954.0,348.0
Miami,795000.0,4.0,3.0,HIDDEN OAKS,2069.0,1984.0,384.0
Miami,885000.0,3.0,2.0,WHITEHEAD CONDO,1530.0,1972.0,578.0
Miami,398000.0,2.0,2.0,KENDALL TRACE CONDO,915.0,1981.0,435.0
Miami,500000.0,3.0,2.0,BIRD RD HIGHLANDS,1440.0,1973.0,347.0
Miami,456000.0,3.0,2.0,WEST MILLER HEIGHTS SEC 3,1570.0,1989.0,290.0
Miami,485000.0,3.0,2.0,GRAPELAND HEIGHTS SEC 2,1591.0,1950.0,305.0
Miami,395000.0,3.0,2.0,SUNNY GARDENS ESTATES I,1124.0,1984.0,351.0
Miami,465000.0,3.0,2.0,KENDALL VILLAGE TOWNVILLA,1857.0,2001.0,250.0
Miami,320000.0,2.0,2.0,MIRA VILLAS CONDO,954.0,1988.0,335.0
Miami,192000.0,1.0,1.0,SONOMA LAKE CONDO,860.0,1982.0,223.0
Miami,350000.0,3.0,2.0,BONITA VILLAS CONDO,1150.0,1999.0,304.0
Miami,250000.0,1.0,1.0,CAMINO CIRCLE CONDO,710.0,1973.0,352.0
Miami,819900.0,4.0,2.0,CALUSA CLUB ESTATES 5TH A,2419.0,1977.0,339.0
Miami,535000.0,1.0,1.0,1100 MILLECENTO RESIDENCE,923.0,2015.0,580.0
Miami,650000.0,2.0,2.0,BUENA VISTA HEIGHTS ADDN,1000.0,1953.0,650.0
Miami,399995.0,3.0,1.0,CARIBBEAN HOMES,1092.0,1972.0,366.0
Miami,410000.0,3.0,1.0,WESTWOOD LAKE 10 DIVISION,966.0,1961.0,424.0
Miami,1210000.0,2.0,2.0,ICON BRICKELL NO TWO,1654.0,2009.0,732.0
Miami,750000.0,4.0,2.0,9414-16 SW 8 TERR CONDO,2028.0,1980.0,370.0
Miami,315000.0,2.0,2.0,THE COURTS OF BIRDWOOD CO,1080.0,1979.0,292.0
Miami,146000.0,1.0,2.0,Buckley Towers Condo,861.0,1968.0,170.0
Miami,399999.0,3.0,2.0,PHOENIX HOMES,1453.0,1996.0,275.0
Miami,234000.0,2.0,2.0,INTERNATIONAL PARK CONDO,898.0,1984.0,261.0
Miami,400000.0,2.0,2.0,THE TOWERS OF QUAYSIDE CO,1268.0,1982.0,315.0
Miami,520000.0,3.0,2.0,ALOR CONDO NO 3-26,1669.0,1981.0,312.0
Miami,385000.0,2.0,2.0,GABLES TERRACE CONDO,1110.0,1995.0,347.0
Coconut Grove,1450000.0,2.0,1.0,CRYSTAL BLUFF ADD TO SILV,1205.0,1950.0,1203.0
Miami,301000.0,3.0,2.0,SWASTIKA PARK,1502.0,1930.0,200.0
Miami,470000.0,4.0,2.0,SOUTH MIAMI HEIGHTS ADDN,1296.0,1971.0,363.0
Miami,395000.0,3.0,2.0,SEMINOLE CREST,1185.0,1982.0,333.0
Miami,250000.0,2.0,2.0,WATERVIEW CONDO,944.0,1991.0,265.0
Miami,425000.0,2.0,1.0,Miami,572.0,1952.0,743.0
Miami,313000.0,2.0,2.0,VILLAS AT CUTLER RIDGE,1056.0,1976.0,296.0
Miami,265000.0,2.0,2.0,GARDENS OF KENDALL CONDO,927.0,1978.0,286.0
Miami,590000.0,4.0,2.0,CENTRAL HEIGHTS,1566.0,1969.0,377.0
Miami,275000.0,2.0,1.0,SNAPPER CREEK TOWNHOUSES,1430.0,1977.0,192.0
Miami,445000.0,2.0,2.0,METROPOLIS I AT DADELAND,1150.0,2006.0,387.0
Miami,591000.0,5.0,5.0,Acme Gulfair Add 02,3036.0,1948.0,195.0
Miami,300000.0,2.0,1.0,NORTH LIBERTY CITY AMD,756.0,1941.0,397.0
Miami,160000.0,2.0,1.0,SANDERLING APTS CONDO,716.0,1972.0,223.0
Miami,490000.0,3.0,2.0,PUEBLO DEL SOL SEC 1,1667.0,1980.0,294.0
Miami,275000.0,4.0,1.0,Lavonia Park,1490.0,1925.0,185.0
Miami,353000.0,2.0,1.0,KENDALE LAKES WEST TOWNHO,1024.0,1977.0,345.0
Miami,260000.0,2.0,2.0,PINESIDE NO 2 CONDO,1110.0,1975.0,234.0
Miami,383800.0,3.0,3.0,CENTURY PARK CONDO NO 2,1426.0,2002.0,269.0
Miami,265000.0,2.0,2.0,CEDAR GLENN CONDO APTS EA,1197.0,1975.0,221.0
Miami,449750.0,4.0,2.0,ARISTOTLE SUB PHASE IV,1788.0,1998.0,252.0
Miami,410000.0,4.0,2.0,GALLOWAY LAKES SEC 3,1812.0,1990.0,226.0
Miami,375000.0,3.0,3.0,Weitzer Serena Lakes,1255.0,1995.0,299.0
Miami,670000.0,2.0,2.0,BRICKELL KEY II CONDO,1040.0,1991.0,644.0
Miami,205000.0,2.0,2.0,SUNRISE AT SUNSET VIEW CO,824.0,1989.0,249.0
Miami,250000.0,2.0,2.0,HERON AT THE HAMMOCKS CON,750.0,1982.0,333.0
Miami,256000.0,2.0,2.0,THE BEACH CLUB FONTAINEBL,1415.0,1972.0,181.0
Miami,258000.0,2.0,2.0,THE FOUNTAINS AT FONTAINE,870.0,1972.0,297.0
Miami,245000.0,3.0,2.0,AMERICANA VILLAGE CONDO,1430.0,1993.0,171.0
Miami,400000.0,3.0,2.0,D & B SUBDIVISION,1441.0,2020.0,278.0
Miami,465000.0,3.0,2.0,KENLAND COURT,1484.0,1983.0,313.0
Miami,700000.0,3.0,2.0,2ND ADDN PINEWOOD PARK,1458.0,1937.0,480.0
Miami,235000.0,3.0,2.0,AMERICANA VILLAGE CONDO,1430.0,1996.0,164.0
Miami,180000.0,2.0,1.0,RIVER GRAND II CONDO,646.0,1963.0,279.0
Miami,530000.0,4.0,2.0,MAJESTIC ESTATES 3RD ADDN,1627.0,1999.0,326.0
Miami,429000.0,3.0,2.0,CORAVO-AMD,1392.0,1973.0,308.0
Miami,255000.0,2.0,2.0,WATERVIEW CONDO,912.0,1991.0,280.0
Miami,260500.0,2.0,2.0,TENNIS VIEW CONDO PH I,840.0,1981.0,310.0
Miami,250000.0,2.0,1.0,PALMETTO FAIRWAY CONDO,880.0,1973.0,284.0
Miami,920000.0,2.0,2.0,REACH CONDO,1265.0,2016.0,727.0
Miami,364000.0,2.0,2.0,HOST CROSSINGS,1253.0,1985.0,291.0
Miami,543000.0,5.0,3.0,LAKE SIDE,2473.0,1971.0,220.0
Miami,875000.0,3.0,2.0,KENDALE SEC 1,1546.0,1966.0,566.0
Miami,720000.0,2.0,2.0,NEO VERTIKA CONDO,1255.0,2006.0,574.0
Miami,700000.0,4.0,2.0,PINE NEEDLE ESTATES SEC T,1886.0,1971.0,371.0
Coral Gables,285000.0,1.0,1.0,ANTILLA PLACE CONDO,580.0,1960.0,491.0
Miami,620000.0,3.0,1.0,HEFTLER HOMES SUNSET PARK,1940.0,1962.0,320.0
Miami,410000.0,2.0,2.0,VALENCIA TOWNHOMES,1097.0,1986.0,374.0
Miami,200000.0,1.0,1.0,CAPTIVA LAKES VILLAS COND,703.0,1972.0,284.0
Miami,444000.0,3.0,2.0,CENTURY GARDENS AT TAMIAM,1507.0,2011.0,295.0
Miami,200000.0,2.0,2.0,Third Horizons!!,1116.0,1966.0,179.0
Miami,990000.0,2.0,2.0,SKYLINE ON BRICKELL CONDO,1367.0,2004.0,724.0
Miami,749900.0,2.0,2.0,CITY 24 CONDO,1360.0,2008.0,551.0
Miami,655025.0,2.0,2.0,BRICKELL TOWNHOUSE CONDO,1188.0,1963.0,551.0
Miami,455000.0,3.0,2.0,SO MIAMI HEIGHTS MANOR,1410.0,1966.0,323.0
Miami,1150000.0,2.0,2.0,ICONBRICKELL CONDO NO 1,1168.0,2008.0,985.0
Miami,405000.0,3.0,1.0,ROYALE GREEN TOWNHOUSE,1015.0,1971.0,399.0
Miami,245000.0,1.0,1.0,VILG HOMES COUNTRY WALK C,694.0,1994.0,353.0
Miami,450000.0,3.0,2.0,Ricmar Heights,1274.0,1952.0,353.0
Miami,130000.0,1.0,1.0,SKY LAKE GARDENS NO 1 CON,660.0,1965.0,197.0
Miami,725000.0,1.0,1.0,THE BONDO (1080 BRICKELL),1080.0,2016.0,671.0
Miami,470000.0,4.0,3.0,IVES DAIRY TOWNHOMES,1912.0,2012.0,246.0
Miami,350000.0,3.0,2.0,EAST WIND LAKE VILLAGE,1340.0,1977.0,261.0
Miami,570000.0,4.0,3.0,YANCEY REPLAT,1832.0,1959.0,311.0
Miami,239000.0,2.0,2.0,Green Hills Park West,1112.0,1968.0,215.0
Miami,259000.0,2.0,2.0,CEDAR GLENN CONDO APTS EA,1255.0,1975.0,206.0
Miami,400000.0,2.0,1.0,Neo Loft,925.0,2003.0,432.0
Miami,240000.0,2.0,2.0,CYPRESS CLUB OF KENDALE,1020.0,1976.0,235.0
Miami,885000.0,4.0,2.0,MEADOWS SUBDIVISION,2627.0,2018.0,337.0
Miami,412000.0,2.0,2.0,ARBORGATE KENDALL LK E CO,1353.0,1982.0,305.0
Miami,420000.0,3.0,2.0,6TH ADDN TO RICHMOND HEIG,1152.0,1972.0,365.0
Miami,315000.0,3.0,1.0,5TH ADDN TO RICHMOND HGTS,1058.0,1972.0,298.0
Miami,255000.0,2.0,1.0,SOUTH WINDS CONDO WEST,777.0,1974.0,328.0
Miami,300000.0,2.0,2.0,THE LEDGES CONDO,1033.0,1969.0,290.0
Miami,270000.0,2.0,2.0,PARK EAST CONDO,1196.0,1972.0,226.0
Miami,745000.0,4.0,3.0,GRAND LAKES PHASE III,2968.0,2004.0,251.0
Miami,560000.0,3.0,2.0,VENEZIA HOMES ESTATES,1543.0,1991.0,363.0
Miami,200000.0,1.0,1.0,HARBOUR POINTE OF MIAMI C,710.0,1969.0,282.0
Miami,170000.0,1.0,1.0,EL CID CONDO,756.0,1972.0,225.0
Miami,630000.0,3.0,2.0,"CROSSINGS SEC 5, THE",2023.0,1978.0,311.0
Miami,606000.0,2.0,2.0,INFINITY AT BRICKELL COND,1148.0,2008.0,528.0
Miami,595000.0,3.0,2.0,SUNNYVIEW SUB,2503.0,1996.0,238.0
Miami,450000.0,3.0,2.0,CENTURY BREEZE,1728.0,2005.0,260.0
Miami,200000.0,2.0,2.0,CARMEL AT CALIFORNIA CL C,835.0,1986.0,240.0
Miami,422000.0,4.0,2.0,JOY HOMES,1405.0,1950.0,300.0
Miami,525000.0,4.0,2.0,ELERO SUBDIVISON,1481.0,2007.0,354.0
Miami,688000.0,6.0,4.0,EAST GULFAIR,2350.0,2022.0,293.0
Miami,420000.0,2.0,2.0,FULFORD HIGHLANDS SECOND,970.0,1964.0,433.0
Miami,137000.0,2.0,2.0,RO-MONT SOUTH CONDO J,966.0,1971.0,142.0
Miami,435000.0,2.0,2.0,THE PRESERVE CONDO,1282.0,2005.0,339.0
Miami,417000.0,3.0,2.0,SNAPPER VILLAGE PHASE 2 S,1535.0,1977.0,272.0
Miami,884500.0,4.0,3.0,Sunswept Isle Add 01,1834.0,1959.0,482.0
Miami,260000.0,2.0,1.0,LAGUNA CLUB EAST CONDO,1114.0,1973.0,233.0
Miami,575000.0,3.0,2.0,CONTINENTAL HOMES AT LAGO,1676.0,1999.0,343.0
South Miami,330000.0,2.0,2.0,MILLER SIXTY-SEVEN TOWNHO,1007.0,1974.0,328.0
Miami,360000.0,3.0,2.0,GREENGLADES CONDO NO 10,1170.0,1976.0,308.0
Miami,315000.0,1.0,1.0,METROPOLIS II AT DADELAND,797.0,2006.0,395.0
Miami,279000.0,2.0,2.0,MARBELLA BY THE GROVE CON,625.0,1991.0,446.0
Miami,950000.0,4.0,3.0,OAKLAWN SUB,2212.0,1949.0,429.0
Miami,217000.0,2.0,2.0,GOLFVIEW CLUB FONTAINEBLE,914.0,1974.0,237.0
Miami,415000.0,2.0,1.0,BISCAYNE GARDENS SEC E PA,1421.0,1950.0,292.0
Miami,330000.0,3.0,1.0,BROADVIEW MANOR,1200.0,1952.0,275.0
Miami,220000.0,2.0,1.0,CARMEL AT CALIFORNIA CL C,870.0,1985.0,253.0
Miami,300000.0,2.0,1.0,54 ST TERR,629.0,1934.0,477.0
Miami,175000.0,1.0,1.0,YOLANDA VILLAS CONDO,605.0,1972.0,289.0
Yonkers,597450.0,3.0,2.0,Yonkers,1188.0,1925.0,503.0
Bronx,490000.0,3.0,2.0,BRONX,1248.0,1928.0,393.0
Brooklyn,1315000.0,3.0,2.0,Crown Heights,1632.0,1905.0,806.0
Brooklyn,1695000.0,2.0,2.0,Greenpoint,1442.0,2022.0,1175.0
Brooklyn,1425000.0,2.0,2.0,DUMBO / Vinegar Hill,931.0,2019.0,1531.0
Brooklyn,1430000.0,2.0,2.0,DUMBO / Vinegar Hill,1183.0,2006.0,1209.0
Laurelton,520000.0,3.0,2.0,Laurelton,1580.0,1935.0,329.0
New York,610000.0,1.0,1.0,Greenwich Village,875.0,1868.0,697.0
Valley Stream,485000.0,3.0,2.0,Valley Stream,1500.0,1932.0,323.0
New York,4900000.0,3.0,3.0,Yorkville,1864.0,1920.0,2629.0
Brooklyn,725000.0,3.0,2.0,Northeast Flatbush,1878.0,1940.0,386.0
New York,3649182.0,2.0,2.0,Yorkville,1511.0,1920.0,2415.0
New York,6600000.0,3.0,2.0,Upper West Side,2377.0,2022.0,2777.0
Brooklyn,4600000.0,4.0,4.0,Clinton Hill,3400.0,1954.0,1353.0
New York,695000.0,1.0,1.0,Battery Park,735.0,1989.0,946.0
New York,5350000.0,3.0,3.0,Yorkville,2089.0,1920.0,2561.0
Brooklyn,488000.0,2.0,1.0,Bay Ridge,925.0,1924.0,528.0
New York,950000.0,2.0,2.0,Upper East Side,1000.0,1916.0,950.0
New York,1750000.0,2.0,2.0,Hells Kitchen,1172.0,2018.0,1493.0
Brooklyn,490000.0,1.0,1.0,Clinton Hill,747.0,1958.0,656.0
Brooklyn,680000.0,1.0,1.0,Flatbush,513.0,2022.0,1326.0
New York,4743000.0,3.0,3.0,NoMad,1784.0,2019.0,2659.0
New York,3800000.0,2.0,2.0,Lincoln Square,1400.0,1926.0,2714.0
Staten Island,641000.0,3.0,1.0,Oakwood - New Dorp Beach,1207.0,1970.0,531.0
Brooklyn,2031409.0,2.0,2.0,Williamsburg,1343.0,2021.0,1513.0
Staten Island,920000.0,3.0,2.0,Richmond,1260.0,1960.0,730.0
New York,800000.0,1.0,1.0,Harlem,739.0,2018.0,1083.0
New York,1235000.0,1.0,2.0,Upper East Side,1062.0,1937.0,1163.0
New York,3750000.0,3.0,2.0,Gramercy,1757.0,2022.0,2134.0
New York,10500000.0,5.0,5.0,Upper West Side,5000.0,1929.0,2100.0
New York,3400000.0,2.0,2.0,Greenwich Village,1458.0,1911.0,2332.0
New York,360000.0,0.0,1.0,Murray Hill,525.0,1942.0,686.0
New York,3975000.0,3.0,2.0,Gramercy,1757.0,2022.0,2262.0
New York,5950000.0,3.0,3.0,Flatiron,2354.0,1915.0,2528.0
New York,575000.0,0.0,1.0,Midtown Central,391.0,1991.0,1471.0
Brooklyn,620000.0,4.0,2.0,Brooklyn,1748.0,1947.0,355.0
Brooklyn,950000.0,5.0,3.0,Flatbush,3216.0,1910.0,295.0
New York,1940000.0,1.0,1.0,Flatiron,1052.0,2020.0,1844.0
New York,795000.0,0.0,1.0,Manhattan Valley,579.0,1961.0,1373.0
New York,630000.0,1.0,1.0,Harlem,587.0,2022.0,1073.0
New York,4735000.0,3.0,3.0,Gramercy,2048.0,2015.0,2312.0
Brooklyn,1590000.0,2.0,2.0,Boerum Hill,1084.0,2020.0,1467.0
Brooklyn,5100000.0,10.0,5.0,Bed Stuy,6852.0,1881.0,744.0
New York,1100000.0,1.0,1.0,Gramercy,617.0,2022.0,1783.0
New York,2995000.0,3.0,3.0,Murray Hill,2800.0,1855.0,1070.0
New York,1210000.0,2.0,1.0,Lincoln Square,856.0,1964.0,1414.0
Brooklyn,1595000.0,2.0,2.0,Boerum Hill,1065.0,2020.0,1498.0
New York,32500000.0,5.0,6.0,Upper East Side,6466.0,2020.0,5026.0
New York,970000.0,1.0,1.0,Battery Park,700.0,2003.0,1386.0
New York,2675000.0,2.0,2.0,Upper West Side,1252.0,2022.0,2137.0
Brooklyn,1910000.0,5.0,2.0,Brooklyn,3300.0,1910.0,579.0
Staten Island,865000.0,4.0,2.0,Great Kills,3060.0,2013.0,283.0
New York,2650000.0,2.0,2.0,Chinatown,1163.0,2019.0,2279.0
New York,625000.0,1.0,1.0,Upper East Side,625.0,1910.0,1000.0
New York,2180000.0,2.0,2.0,Chinatown,1034.0,2019.0,2108.0
New York,650000.0,1.0,1.0,Harlem,587.0,2022.0,1107.0
New York,1400000.0,3.0,2.0,Upper West Side,1170.0,1983.0,1197.0
New York,1755000.0,2.0,2.0,Lower East Side,902.0,2013.0,1946.0
New York,1500000.0,1.0,1.0,Gramercy,688.0,2022.0,2180.0
Queens,785000.0,1.0,1.0,Long Island City,600.0,2022.0,1308.0
Staten Island,1230000.0,4.0,4.0,Dongan Hills Colony,4200.0,2022.0,293.0
New York,16500000.0,3.0,3.0,NoHo,3840.0,2018.0,4297.0
New York,3725000.0,2.0,2.0,Yorkville,1511.0,1920.0,2465.0
Brooklyn,989494.0,1.0,1.0,Williamsburg,668.0,1950.0,1481.0
New York,1300000.0,1.0,1.0,Gramercy,724.0,2022.0,1796.0
New York,4200000.0,3.0,3.0,Hudson Square,2432.0,2015.0,1727.0
New York,3400000.0,3.0,3.0,Financial District,1905.0,2020.0,1785.0
New York,755000.0,1.0,1.0,East Harlem,652.0,2021.0,1158.0
Queens,1354273.0,2.0,2.0,Hunters Point,878.0,1931.0,1542.0
New York,1600000.0,2.0,2.0,Harlem,1079.0,2018.0,1483.0
New York,4590000.0,3.0,3.0,Yorkville,1959.0,1920.0,2343.0
New York,5000000.0,3.0,3.0,Yorkville,1864.0,1920.0,2682.0
Staten Island,400000.0,3.0,1.0,Silver Lake,756.0,1993.0,529.0
New York,3800000.0,2.0,2.0,Carnegie Hill,1703.0,2020.0,2231.0
New York,1275000.0,1.0,1.0,Gramercy,660.0,2022.0,1932.0
Queens,572000.0,2.0,1.0,Rego Park,820.0,1950.0,698.0
Brooklyn,545000.0,1.0,1.0,Stuyvesant Heights,521.0,1899.0,1046.0
Staten Island,1250000.0,4.0,4.0,Dongan Hills Colony,4200.0,2022.0,298.0
New York,2820000.0,3.0,3.0,Battery Park,1879.0,2003.0,1501.0
Brooklyn,632500.0,1.0,1.0,Flatbush,707.0,2022.0,895.0
New York,5250000.0,3.0,3.0,Yorkville,2089.0,1920.0,2513.0
New York,2075000.0,2.0,2.0,Hells Kitchen,921.0,2022.0,2253.0
Brooklyn,1756481.0,2.0,2.0,Carroll Gardens,935.0,1901.0,1879.0
New York,1125000.0,1.0,1.0,Upper West Side,813.0,1986.0,1384.0
Queens,575000.0,2.0,1.0,Rego Park,850.0,1950.0,676.0
New York,4950000.0,3.0,3.0,Yorkville,1864.0,1920.0,2656.0
Queens,1967129.0,2.0,2.0,Hunters Point,985.0,1910.0,1997.0
New York,2008000.0,2.0,2.0,Kips Bay,1218.0,1950.0,1649.0
New York,3500000.0,1.0,1.0,NoMad,911.0,2021.0,3842.0
New York,550000.0,0.0,1.0,Harlem,467.0,2018.0,1178.0
New York,480000.0,0.0,1.0,Carnegie Hill,382.0,1963.0,1257.0
New York,1260000.0,1.0,1.0,Kips Bay,806.0,1950.0,1563.0
Brooklyn,1470000.0,1.0,1.0,Downtown Brooklyn,740.0,2020.0,1986.0
New York,3500000.0,3.0,2.0,Carnegie Hill,1903.0,2020.0,1839.0
New York,1150000.0,1.0,1.0,Murray Hill,800.0,1987.0,1438.0
New York,1550000.0,2.0,3.0,Sutton,2026.0,1961.0,765.0
New York,1225000.0,1.0,1.0,Gramercy,724.0,2022.0,1692.0
New York,2900000.0,3.0,2.0,Lenox Hill,2400.0,1963.0,1208.0
New York,3400000.0,2.0,2.0,Carnegie Hill,1712.0,2020.0,1986.0
Brooklyn,995000.0,1.0,1.0,Park Slope,622.0,1920.0,1600.0
New York,1095000.0,1.0,1.0,Battery Park,844.0,2003.0,1297.0
New York,819000.0,1.0,1.0,Upper West Side,683.0,1987.0,1199.0
New York,2375000.0,2.0,2.0,Gramercy,1043.0,2022.0,2277.0
New York,9650000.0,4.0,3.0,Yorkville,3301.0,1920.0,2923.0
Queens,565000.0,1.0,1.0,Rego Park,760.0,1950.0,743.0
